tileid,parenttile_id,resourceinstance_id,Object name,Object image,Object image caption,object short description,Object identification number,sortorder,provisionaledits,nodegroup_id
4550a858-e229-4dff-aad2-cd4005b8e0ed,446a3408-ce09-4076-8e92-4f0bdad050d0,731bd8c6-5877-4951-bf17-efc7b7c68933,Dharmadhātu Maṇḍala,/files/uploadedfiles/KIR0075-006_P_20201124_01.jpg,"<p>Taḥnani Caitya, Dharmadhātu Maṇḍala, view from S; photo by Yogesh Budathoki; 2020-11-24</p>
",,KIR0075-006,0,,4b849918-9eea-11e9-8b93-0242ac120006
b0cb7fe0-42db-4f81-bfc5-084e9c068b6e,0f12f3f2-98af-40e1-a5d4-7ab6e38ac09a,731bd8c6-5877-4951-bf17-efc7b7c68933,Stone oil lamp stand (dalūpā),/files/uploadedfiles/KIR0075-005_P_20201124_01.jpg,"<p>Taḥnani Caitya, stone oil lamp stand (<em>dalūpā</em>), view from E; photo by Yogesh Budathoki; 2020-11-24</p>
",,KIR0075-005,0,,4b849918-9eea-11e9-8b93-0242ac120006
89e36539-2a55-49ae-b8ff-79b3d65603a4,062fbc38-dc8d-4c64-ae3a-4bf509b082d3,737cb161-8db7-4e7d-a315-4f6fdf29d047,Sarasvatī,/files/uploadedfiles/LAL4244_P_20201209_04.jpg,"<p>Bāhālukhā Phalcā 2, statue of Sarasvatī, view from N; photo by Sabrina Dangol; 2020-12-09</p>
","<p>Sarasvatī is holding a <em>vīṇā</em> with two hands, and a rosary and a book with her other two hands. The niche had been empty for many years after the old statue of Sarasvatī was stolen. After the reconstruction of phalcā in VS 2064 (2007 CE), a new statue of Sarasvatī was installed.</p>
",LAL4244-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
8de271e5-5446-49f4-9202-2196f71c41ee,f8342d15-bdd5-4eeb-bbbc-e74b22885a1b,737cb161-8db7-4e7d-a315-4f6fdf29d047,Bhīmasena,/files/uploadedfiles/LAL4244_P_20201209_05.jpg,"<p>Bāhālukhā Phalcā 2, statue of Bhīmasena, view from N; photo by Sabrina Dangol; 2020-12-09</p>
","<p>Bhīmasena is pictured pressing his enemy down with the knee of his left leg. He is depicted as ripping open the enemy&rsquo;s chest with his left hand and pulling out a long portion of his entrails with his right hand or is raising a club over him. The niche had been empty for many years after the old statue of Bhīmasena was stolen. After the reconstruction of phalcā in VS 2064 (2007 CE), a new statue of Bhīmasena was also installed.</p>
",LAL4244-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
ea558cac-7d50-4f65-837a-024804b2f81f,bc0eb52f-f554-41cd-b94a-61b17dc07fde,73f86971-d72b-42bc-8776-14acf48bfaca,Mahākāla ,/files/uploadedfiles/LAL2160_P_20200920_04.jpg,"<p>Pānda Bāhāḥ, statue of Mahākāla, view from S; photo by Rishi Amatya; 2020-09-20</p>
",,LAL2160-004,0,,4b849918-9eea-11e9-8b93-0242ac120006
0d5268bd-74eb-4bfa-82c7-21a82b898cb4,3cdcd017-0249-401c-8a23-bb717799b891,73f86971-d72b-42bc-8776-14acf48bfaca,Gaṇeśa,/files/uploadedfiles/LAL2160_P_20200920_03.jpg,"<p>Pānda Bāhāḥ, statue of Gaṇeśa, view from E; photo by Rishi Amatya; 2020-09-20</p>
",,LAL2160-003,0,,4b849918-9eea-11e9-8b93-0242ac120006
2b2953c4-94df-42cf-8171-4ce5077f92f6,90decd16-a204-4915-a90d-4be6d84712cc,73f86971-d72b-42bc-8776-14acf48bfaca,Akṣobhya ,/files/uploadedfiles/LAL2160_P_20200920_01.jpg,"<p>Pānda Bāhāḥ, statue of Akṣobhya, view from N; photo by Rishi Amatya; 2020-09-20</p>
",,LAL2160-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
5ef7b9d0-f39f-40d4-8e90-d252481a2c00,17f93cd5-44b4-40f9-878c-c284b445c5c0,73f86971-d72b-42bc-8776-14acf48bfaca,Pañcāvalīyukta Caitya ,/files/uploadedfiles/LAL2160_P_20200920_02.jpg,"<p>Pānda Bāhāḥ, Pañcāvalīyukta Caitya, view from N; photo by Rishi Amatya; 2020-09-20</p>
",,LAL2160-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
ebd808ef-a32e-4524-85a2-341b87cc7460,7f8efb80-d24f-4b49-bb1f-f1d8b0ba19c8,7559d8ea-32ef-11ea-a67f-0242ac130002,Hanumān,/files/uploadedfiles/LAL0540-008_P_20200107_01.jpg,"<p>Khvāya Bahī Taḥdhaṅgu, Hanumān, view from N (January 2020)</p>
","<p>There is a statue of Hanumā on the southern wall towards the main entrance.</p>
",LAL0540-008,0,,4b849918-9eea-11e9-8b93-0242ac120006
b8eb39a5-a33c-4147-8f75-706cc8cb894f,659f56b6-33ef-45a0-a9ec-a8ec6eb77681,7559d8ea-32ef-11ea-a67f-0242ac130002,Vajradhātu Caitya,/files/uploadedfiles/LAL0540-006_P_20200107_03.jpg,"<p>Khvāya Bahī Taḥdhaṅgu, Vajradhātu Caitya, view from W (January 2020)</p>
","<p>The Caitya has been painted with white lime. Four Buddhas are placed in the four side niches. These statues appear to be quite new, and were probably a more recent addition. The top parts of the <em>caitya</em> (above the&nbsp;13 tapered rings) have been&nbsp;lost.</p>
",LAL0540-006,0,,4b849918-9eea-11e9-8b93-0242ac120006
a6cc69d2-369b-420b-9626-eca60677eae2,daf1c3b8-1d03-40d7-babd-054f08db3908,7559d8ea-32ef-11ea-a67f-0242ac130002, Vasundharā,/files/uploadedfiles/LAL0540-003_P_20200105_01.jpg,"<p>Khvāya Bahī Taḥdhaṅgu, Vasundharā, view from E (January 2020)</p>
","<p>The statue of Vasundharā is located to the south of the sanctum. Lakṣmī and Sarasvatī are placed on her right and left sides respectively. Harṣamāyā Śākya and her son Sānukājī Śākya installed&nbsp;these statues.</p>
",LAL0540-003,0,,4b849918-9eea-11e9-8b93-0242ac120006
83717e00-ef11-43a1-afab-223f4d0490c7,ef851984-e2f8-4835-8994-751d7425ba3b,7559d8ea-32ef-11ea-a67f-0242ac130002,Samantabhadra Bodhisattva,/files/uploadedfiles/LAL0540-001_H_2000_01.jpg,"<p>Khvāya Bahī Taḥdhaṅgu, historical photo of Samantabhadra Bodhisattva, view from E (photo by Hemarāja Śākya, 2000)</p>
","<p>Source: <strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/54NXTPR8/q/khv%C4%81ya"" target=""_blank"">Śākya</a></strong> 2000, 11. Samantabhadra Bodhisattva, the principal deity of the Bahī is painted white and portrayed as sitting down&nbsp;with his right leg raised. <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/locke"" target=""_blank""><strong>Locke</strong></a> (1985, 193) names the deity as Maitreya, whereas <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/IWXSWRPQ/q/sinclair"" target=""_blank""><strong>Sinclair</strong></a> (2010, 36) calls it&nbsp;Śrīśākyamunigaṇadevatābhaṭṭāraka. Samantabhadra is sitting in an&nbsp;<em>ardhasattvaparyaṅka</em> posture and performing the gesture of&nbsp;<em>dharmacakra</em>&nbsp;with his hands. H.&nbsp;<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/F4NCFB6T/q/herakaji"" target=""_blank""><strong>Vajrācārya </strong><strong>(</strong><strong>2000</strong></a>, 107) mentions that a new statue of the deity was established in 25th April 1998 (12th day of Vaiśākha in the Vikrama year 2055). &nbsp;&nbsp;&nbsp;</p>
",LAL0540-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
653bd7c6-fcd3-4fa8-85a8-bc705f0895ca,74980b16-4f15-4c29-a609-98526e9af783,7559d8ea-32ef-11ea-a67f-0242ac130002,Mahākāla,/files/uploadedfiles/LAL0540-007_P_20200105_01.jpg,"<p>Khvāya Bahī Taḥdhaṅgu, Mahākāla, view from S (January 2020)&nbsp;</p>
","<p>On the northen wall of the entrance to the complex one can find&nbsp;a statue of Mahākāla with an inscription from NS 643 on its plinth. The inscription is badly damaged, but the statue is in good condition.</p>
",LAL0540-007,0,,4b849918-9eea-11e9-8b93-0242ac120006
78a808d5-04c0-4e85-b5e5-689a7e5de4e8,9e66fa7c-2821-49d7-8905-c0eab3a34467,7559d8ea-32ef-11ea-a67f-0242ac130002,Dharmadhātu Maṇḍala,/files/uploadedfiles/LAL0540-005_P_20200107_02.jpg,"<p>Khvāya Bahī Taḥdhaṅgu, Dharmadhātu Maṇḍala, view from N (January 2020)</p>
","<p>This structure resembles a&nbsp;<em>dharmadh</em><em>ātu maṇḍala</em>. However, it is significantly different in several ways. The structure has cement plastered circles on top of it; normally, a&nbsp;<em>dharmadhātu maṇḍala</em> would be surmounted by a&nbsp;<em>vāgīśvara maṇḍala.</em></p>
",LAL0540-005,0,,4b849918-9eea-11e9-8b93-0242ac120006
99c6d1ec-6e82-4018-8990-d969398e6cd5,67e03949-f709-4f50-b7b1-03efb9ef9afc,7559d8ea-32ef-11ea-a67f-0242ac130002,Lakṣmī,/files/uploadedfiles/LAL0540-004_P_20200107_01.jpg,"<p>Khvāya Bahī Taḥdhaṅgu, Lakṣmī, view from E (January 2020)</p>
","<p>Harṣamāyā Śākya and her son Sānukājī Śākya installed this statue.</p>
",LAL0540-004,0,,4b849918-9eea-11e9-8b93-0242ac120006
73c86de2-5de4-44d3-8dd6-eefe05d28500,20990f55-d500-4ca8-8b56-be2ecbab8eb9,7559d8ea-32ef-11ea-a67f-0242ac130002,Sarasvatī,/files/uploadedfiles/LAL0540-002_P_20200107_01.jpg,"<p>Khvāya Bahī Taḥdhaṅgu, Sarasvatī, view from E (January 2020)</p>
","<p>Harṣamāyā Śākya and her son Sānukājī Śākya established this statue.</p>
",LAL0540-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
f7afa4ec-460d-46d7-abeb-ddea2f339853,03081e82-7f95-4a16-84b8-dfc489aff979,75d880e6-e74f-11e9-8bc4-0242ac130002,Dharmadhātu,/files/uploadedfiles/LAL0850-001_P_20181126_01_An6uqxy.jpg,"<p>Aki Bāhāḥ, Dharmadhātu Maṇḍala<em>, </em>view from N; photo by Thomas Schrom; 2018-11-26</p>
","<p>The octagonal <em>dharmadhātu</em> has images of Bodhisattvas in eight directions. To its west is a <em>pādukā</em> of Ma&ntilde;juśrī.</p>
",LAL0850-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
e5add445-85b5-46e9-afcc-b5a0a924d935,c354b239-fab0-4afc-88f2-8ca4ef6b93d3,75d880e6-e74f-11e9-8bc4-0242ac130002,Vajradhātu Caitya,/files/uploadedfiles/LAL0850-003_P_20181126_01_zhNVk6s.jpg,"<p>Aki Bāhāḥ,<em> vajradhātu caitya,</em> view from N; photo by Thomas Schrom; 2018-11-26</p>

<p>&nbsp;</p>
","<p>This <em>caitya </em>is located to the west of the <em>aśoka caitya</em>. It was constructed around 1970, and is made of cement.</p>
",LAL0850-003,0,,4b849918-9eea-11e9-8b93-0242ac120006
75dc68ff-5ede-41f3-813b-59acc6238cc1,ddea1f21-a3e8-4b46-8185-d7326612b324,75d880e6-e74f-11e9-8bc4-0242ac130002,Aśoka Caitya,/files/uploadedfiles/LAL0850-002_P_20181126_01_iHoM31H.jpg,"<p>Aki Bāhāḥ, Aśoka Caitya, view from N; photo by Thomas Schrom; 2018-11-26</p>
","<p>This <em>caitya </em>is located to the north of the Dharmadhātu, and stands on a rectangular plinth. There are images of Dhyānī Buddha at each side. Surrounding the Caitya is an oil-lamp balustrade. There is also a <em>cãduvā</em> supported by iron rods</p>
",LAL0850-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
150a85d1-2e3c-4657-8f99-534ad67c960c,f9eaeb96-5f51-457e-a4c4-b2b9a8675ab5,76ab9a02-0244-11ea-8f3c-0242ac130002,Stone statue of Amitābha,/files/uploadedfiles/SUN0210-003_P_20191106_01.JPG,"<p>Vajradhātu Caitya, stone statue of Amitābha, view from W (November 2019)</p>
",,SUN0210-003,0,,4b849918-9eea-11e9-8b93-0242ac120006
4eba6d72-6234-44b5-923b-1f68417a3aa6,c51f680d-488d-4b36-98bf-1a24fa5c1680,76ab9a02-0244-11ea-8f3c-0242ac130002,Yaḥsĩ (wooden post),/files/uploadedfiles/SUN0210-005_P_20191017_01.JPG,"<p>Vajradhātu Caitya, <em>yaḥsĩ </em>(wooden post), view from NE (October 2019)</p>
",,SUN0210-005,0,,4b849918-9eea-11e9-8b93-0242ac120006
e80750eb-f9ce-4d78-a37f-bd590c8f7d99,5cc4de47-f6b7-4cf5-b205-54d6e1bc6e91,76ab9a02-0244-11ea-8f3c-0242ac130002,Stone statue of Ratnasambhava ,/files/uploadedfiles/SUN0210-002_P_20191106_01.JPG,"<p>Vajradhātu Caitya, stone statue of Ratnasambhava, view from S (November 2019)</p>
",,SUN0210-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
8f15cce4-262f-4a9a-b35b-144faac434c1,8717e967-9f50-4c45-84d8-5361cc3a709e,76ab9a02-0244-11ea-8f3c-0242ac130002,Stone statue of Amoghasiddhi,/files/uploadedfiles/SUN0210-004_P_20191106_01.JPG,"<p>Vajradhātu Caitya, stone statue of Amoghasiddhi, view from N (November 2019)</p>
",,SUN0210-004,0,,4b849918-9eea-11e9-8b93-0242ac120006
b2d3cee2-ccde-40bd-a3a0-b48b1bc532cb,8bba0adb-cfdf-489a-9f56-d7829c4cd316,76ab9a02-0244-11ea-8f3c-0242ac130002,Stone statue of Akṣobhya ,/files/uploadedfiles/SUN0210-001_P_20191106_01.JPG,"<p>Vajradhātu Caitya, stone statue of Akṣobhya, view from E (November 2019)</p>
",,SUN0210-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
2f1d6772-de6e-4dc4-a97b-79b12af42532,ae7e133c-5945-461f-a996-0895f2861e41,776a4b78-3709-406d-bdb5-7f65590d125d,Hanumāna ,/files/uploadedfiles/KIR0057-001_P_20210611_01.jpg,"<p>Hanumāna Pillar, statue of Hanumāna at the top of the pillar, view from N; photo by Yogesh Budathoki; 2021-06-11</p>
",,KIR0057-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
edd4080a-2a63-4433-9056-df4d73a2c712,cd5aa698-466e-4111-a24f-1fcbb8536a94,776a4b78-3709-406d-bdb5-7f65590d125d,,/files/uploadedfiles/KIR0057-002_P_20210611_01.jpg,"<p>Hanumāna Pillar, statue of donors at the lower side of the pillar, view from N; photo by Yogesh Budathoki; 2021-06-11</p>
",,,0,,4b849918-9eea-11e9-8b93-0242ac120006
2a4a77b9-4e24-498a-a60a-474be50b9d83,4b00c0b1-eb08-40af-8189-3b7e588acd40,77e6fd7a-5e11-11ea-b4c2-0242ac130006,,/files/uploadedfiles/LAL0030-001_P_20200321_01.JPG,"<p>Thati Bāhāḥ, Akṣobhya, view from N; photo by Thomas Schrom; 2020-03-21</p>
",,"LAL0030_001
",0,,4b849918-9eea-11e9-8b93-0242ac120006
e40e39f1-aaca-4c70-bcea-3773ba47c301,d5803ec8-f15e-4a10-a165-16c456adb875,77e6fd7a-5e11-11ea-b4c2-0242ac130006,,/files/uploadedfiles/LAL0030-002_P_20200321_02.jpg,"<p>Thati Bāhāḥ, Vajradhātu Caitya, view from N; photo by Thomas Schrom; 2020-03-21</p>
",,LAL0030_002,0,,4b849918-9eea-11e9-8b93-0242ac120006
258291db-34b4-4da7-aee0-ef2f9528de51,bbea5c26-bd23-4fed-801f-27c0a4932f03,781d9148-efea-47f6-bfee-3aa004bf0e43,Wooden  Palanquin (B),/files/uploadedfiles/LAL2140-003_P_20200905_01.jpg,"<p>Bālakumārī Dyaḥchẽ, Wooden Palanquin (B), view from SE; photo by Yogesh Budathoki; 2020-09-05</p>
","<p>This palanquin is not used during the Bālakumārī procession since 2009. According to the local residents, it is not used anymore because of its heavy weight. A new palanquin was made in 2009 for this purpose.</p>
",LAL2140-003,0,,4b849918-9eea-11e9-8b93-0242ac120006
6f493a80-a81d-47ec-9d96-71322411c464,bed5a88b-342b-41f4-9566-239b426fa2f4,781d9148-efea-47f6-bfee-3aa004bf0e43,Wooden  Palanquin (A),/files/uploadedfiles/LAL2140-002_P_20200905_01.jpg,"<p>Bālakumārī Dyaḥchẽ, Wooden&nbsp;Palanquin (A); photo by Yogesh Budathoki; 2020-09-05</p>
","<p>As mentioned above (see LAL2140-001), the statue of Bālakumārī with the masks of other gods and goddesses are mounted to one of three palanquins stored on the ground floor of this Dyaḥchẽ and brought to the abode of Bālakumārī on the day of Pāhāṃcaḥhre (Piśāca Caturdaśī) and full moon day of the bright fortnight of Māgha.</p>
",LAL2140-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
936fb8cd-4623-44d9-aa96-98691e38ddd9,c5dd02d1-fcb9-4577-8de2-6b7fc87ed92a,781d9148-efea-47f6-bfee-3aa004bf0e43,Bālakumārī ,/files/uploadedfiles/LAL2140-001_P_20201114_01.jpg,"<p>Bālakumārī Dyaḥchẽ, brass statue of Bālakumārī in the sanctum, view from W; photo by Yogesh Budathoki; 2020-11-14</p>
",,LAL2140-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
e9352bae-38ce-49b6-b58a-b90533f1f039,bba2055d-2c6c-448b-a533-38b0c18ca888,781d9148-efea-47f6-bfee-3aa004bf0e43,Wooden  Palanquin (C),/files/uploadedfiles/LAL2140-004_P_20200905_01.jpg,"<p>Bālakumārī Dyaḥchẽ, Wooden Palanquin (C), view from SW; photo by Yogesh Budathoki; 2020-09-05</p>
","<p>This is the new palanquin that is being used for the procession since 2010.</p>
",LAL2140-004,0,,4b849918-9eea-11e9-8b93-0242ac120006
ac3033b3-8d45-4d7a-b17c-2458a241426a,30a16c28-6cc2-443c-953d-97cf6445f14c,781d9148-efea-47f6-bfee-3aa004bf0e43,Donor (couple),/files/uploadedfiles/LAL2140-005_P_20201114_01.jpg,"<p>Bālakumārī Dyaḥchẽ, stone statue of donor (couple) attached on the wall of the first floor, view from N; photo by Yogesh Budathoki; 2020-11-14</p>
",,LAL2140-005,0,,4b849918-9eea-11e9-8b93-0242ac120006
abdc6db4-a53b-4914-9aec-30bcac8bc90b,dfde666a-1478-40fd-9d72-34e59ae5b239,78211803-598c-46df-834e-4d97356acd0c,Lion (B),/files/uploadedfiles/BKT0060-005_P_20210722_01.jpeg,"<p>Vaṃśī Nārāyaṇa (Kṛṣṇa) Mandira, Lion (B), view from SE; photo by Bijay Basukala; 2021-07-22</p>
",,BKT0060-005,0,,4b849918-9eea-11e9-8b93-0242ac120006
ec467b66-52ac-4df1-b32e-22019ef78187,9ee6ec59-754b-4be6-b65d-98c3589a629b,78211803-598c-46df-834e-4d97356acd0c,Lion (A),/files/uploadedfiles/BKT0060-004_P_20210722_01.jpeg,"<p>Vaṃśī Nārāyaṇa (Kṛṣṇa) Mandira, Lion (A), view from NE; photo by Bijay Basukala; 2021-07-22</p>
",,BKT0060-004,0,,4b849918-9eea-11e9-8b93-0242ac120006
d65779fd-a901-441d-8a48-21329bb99a58,cf75413d-7087-4872-b2da-91fb1da067b2,78211803-598c-46df-834e-4d97356acd0c,Rukmiṇī,/files/uploadedfiles/BKT0060-003_P_20210722_01.jpeg,"<p>Vaṃśī Nārāyaṇa (Kṛṣṇa) Mandira, Rukmiṇī, view from E; photo by Bijay Basukala; 2021-07-22</p>
",,BKT0060-003,0,,4b849918-9eea-11e9-8b93-0242ac120006
c1beaf84-43a2-47fe-941f-53727276d70e,848eaa8a-7445-4010-9ae6-1130edd6b9ce,78211803-598c-46df-834e-4d97356acd0c,Satyabhāmā,/files/uploadedfiles/BKT0060-002_P_20210722_01.jpeg,"<p>Vaṃśī Nārāyaṇa (Kṛṣṇa) Mandira, Satyabhāmā, view from E; photo by Bijay Basukala; 2021-07-22</p>
",,BKT0060-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
99c580e5-7fcd-4813-9aa8-ffc0747281b6,faeb575a-19c9-4cfa-9e9a-4a02471542b5,78211803-598c-46df-834e-4d97356acd0c,Kṛṣṇa,/files/uploadedfiles/BKT0060-001_P_20210722_01.jpeg,"<p>Vaṃśī Nārāyaṇa (Kṛṣṇa) Mandira, Kṛṣṇa, view from E; photo by Bijay Basukala; 2021-07-22</p>
",,BKT0060-01,0,,4b849918-9eea-11e9-8b93-0242ac120006
9b12f4b2-596c-45a4-8486-0b1bdf205fa8,c097eb58-1eb7-4275-b55e-ac2626f107be,78211803-598c-46df-834e-4d97356acd0c,Lion (C),/files/uploadedfiles/BKT0060-006_P_20210722_01.jpeg,"<p>Vaṃśī Nārāyaṇa (Kṛṣṇa) Mandira, Lion (C), view from NE; photo by Bijay Basukala; 2021-07-22</p>
",,BKT0060-006,0,,4b849918-9eea-11e9-8b93-0242ac120006
52ed908c-3db2-4ab4-b4cc-c01f4b5db016,c5d45095-3022-49a2-8190-f513e8d590a7,78211803-598c-46df-834e-4d97356acd0c,Lion (D),/files/uploadedfiles/BKT0060-007_P_20210722_01.jpeg,"<p>Vaṃśī Nārāyaṇa (Kṛṣṇa) Mandira, Lion (D), view from SE; photo by Bijay Basukala; 2021-07-22</p>
",,BKT0060-007,0,,4b849918-9eea-11e9-8b93-0242ac120006
89e4900a-9394-4367-a6f1-299b883dd3c4,af0e4427-f01f-42fa-98b8-99624e3b23d5,78211803-598c-46df-834e-4d97356acd0c,Garuḍa Pillar,/files/uploadedfiles/BKT0060-008_P_20210722_01.jpeg,"<p>Vaṃśī Nārāyaṇa (Kṛṣṇa) Mandira, Garuḍa Pillar, view from S; photo by Bijay Basukala; 2021-07-22</p>
",,BKT0060-008,0,,4b849918-9eea-11e9-8b93-0242ac120006
636c6885-b5fa-435b-b65e-1f78f9037864,5d978a8e-959c-4f6e-b2dd-c3bdd5a8e5ea,786375ae-ec2d-11e9-8bc4-0242ac130002,Akṣobhya Shrine,/files/uploadedfiles/LAL0891_P_20181106_08.jpg,"<p>Mati Bāhācā, shrine with Akṣobhya image, view from S (November 2018)</p>
","<p>To&nbsp;the south of&nbsp;the&nbsp;<em>caitya</em>&nbsp;is a small shrine. In the niche of this shrine one can find&nbsp;an image of Akṣobhya Buddha facing north. There is a stone image of a lion on either side of the shrine, an&nbsp;a stone pinnacle at its top.</p>
",LAL0891-001,0,,4b849918-9eea-11e9-8b93-0242ac120006
bec1dd2a-37fa-4f3b-ada8-ba75bbe027c4,2452db61-670f-4771-aafc-b56049eaf043,786375ae-ec2d-11e9-8bc4-0242ac130002,Sarasvatī Shrine,/files/uploadedfiles/LAL0891_P_20181106_07_Omnr4GB.jpg,"<p>Mati Bāhācā, Sarasvatī Shrine, view from W (November 2019)</p>
",,LAL0891-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
ccc7d9c6-c2b2-4b2d-bdf1-5a172ddd5a06,c866d2fa-cff3-4237-8250-f725348f1bcb,788cd320-e6a8-11e9-8bc4-0242ac130002,Aśoka Caitya,/files/uploadedfiles/LAL2730-004_P_24022019_01.jpg,"<p>Ibāḥ Bahī, Aśoka Caitya, view from E; photo by Nashib Kafle; 2019-02-24</p>
","<p>Images of Bodhisattva are placed in the&nbsp;Caitya&#39;s&nbsp;niches in each of the&nbsp;four directions. Vajrapāṇi Bodhisattva is normally to be found on the southern side, however, this Caitya&nbsp;contains two statues of Ma&ntilde;juśrī - one in his normal position and one also in the southern niche.</p>
",LAL2730-004,0,,4b849918-9eea-11e9-8b93-0242ac120006
0c96a99a-8c4f-4141-a866-6757b7b66da8,84feb067-7db1-4b80-af49-54c56a7595b1,788cd320-e6a8-11e9-8bc4-0242ac130002,Mahākāla,/files/uploadedfiles/LAL2730-005_P_24022019_01.jpg,"<p>Ibāḥ Bahī, new Mahākāla statue, view from S; photo by Nashib Kafle; 2019-02-24</p>
","<p>This stone statue of Mahākāla lies to the north of the outer entrance of the Bahī. A&nbsp;<em>toraṇa</em>&nbsp;can be found above the statue, containing&nbsp;images of Mahākāla flanked by Gaṇeśa and Kumāra. There&nbsp;is a wooden image of Mahākāla to its right. This has been&nbsp;heavily damaged.</p>
",LAL2730-005,0,,4b849918-9eea-11e9-8b93-0242ac120006
e0fa679c-b1f9-41e1-87b4-c373849c47fd,e5044632-d09f-4776-beb8-b5ab3aab9d0b,788cd320-e6a8-11e9-8bc4-0242ac130002,Dharmadhātu Maṇḍala,/files/uploadedfiles/LAL2730-002_P_24022019_01.jpg,"<p>Ibāḥ Bahī, Dharmadhātu Manḍala, view from N; photo by Nashib Kafle; 2019-02-24</p>
","<p>Images of Bodhisattvas are placed in each of the&nbsp;four directions of the Maṇḍala. There is an inscription on the upper part, below the lotus petals. However, it is covered with dust and oil and is too difficult to read in this state.</p>
",LAL2730-002,0,,4b849918-9eea-11e9-8b93-0242ac120006
4331d8d5-c0ea-47d5-9cb6-d8de927c32a2,41d83d13-8f85-4718-aad2-df62f2b063ef,788cd320-e6a8-11e9-8bc4-0242ac130002,Statue of Donor,/files/uploadedfiles/LAL2730-003_P_24022019_01.jpg,"<p>Ibāḥ Bahī, statue of donor, view from SW; photo by Nashib Kafle; 2019-02-24</p>
","<p>This image is to the east of&nbsp;the Dharmadhātu Maṇḍala<em>.</em>&nbsp;The statues&nbsp;of two donors are facing&nbsp;one another.</p>
",LAL2730-003,0,,4b849918-9eea-11e9-8b93-0242ac120006
a7c76075-c857-4a6c-8a2b-d5cf6a1c7a8a,e28c2c20-aabd-4cd4-a75f-48ea820c0d75,788cd320-e6a8-11e9-8bc4-0242ac130002,Hanumān statue,/files/uploadedfiles/LAL2730-006_P_24022019_01.jpg,"<p>Ibāḥ Bahī, Hanumān&nbsp;statue, view from N; photo by Nashib Kafle; 2019-02-24</p>
","<p>A&nbsp;<em>toraṇa&nbsp;</em>with an image of Ma&ntilde;juśrī can be found above this image of Hanumān.</p>
",LAL2730-006,0,,4b849918-9eea-11e9-8b93-0242ac120006
b332df83-4555-4075-a719-aa1927285e7d,0f23f8c6-8241-4b1f-a917-1d164088e633,790c0a2a-5e10-11ea-8083-0242ac130006,shrine,/files/uploadedfiles/LAL0010-041_P_20200321_01.JPG,"<p>Aśoka Stūpa South, shrine, view from NW; photo by Thomas Schrom; 2020-03-21</p>
",,"LAL0010-041
",0,,4b849918-9eea-11e9-8b93-0242ac120006
e4a163ac-846d-4f94-907b-aaa86c622c75,d0749624-d60b-48bb-87f0-2e98e96841cf,790c0a2a-5e10-11ea-8083-0242ac130006,shrine of Lama Buddhism,/files/uploadedfiles/LAL0010-040_P_20200321_02.JPG,"<p>Aśoka Stūpa South, shrine of Lama Buddhism, view from N; photo by Thomas Schrom; 2020-03-21</p>
",,"LAL0010-040
",0,,4b849918-9eea-11e9-8b93-0242ac120006
50d43dab-70d4-40f3-8eac-33531cd3bec2,16ed74a9-72dd-4511-983d-c7ab2c655fd4,790c0a2a-5e10-11ea-8083-0242ac130006,Dharmadhātujinālaya Caitya,/files/uploadedfiles/LAL0010-037_P_20200321_01.JPG,"<p>Aśoka Stūpa South, Dharmadhātujinālaya Caitya, view from SE; photo by Thomas Schrom; 2020-03-21</p>
",,"LAL0010-037
",0,,4b849918-9eea-11e9-8b93-0242ac120006
08716a32-3f56-4452-a480-82341fada08c,11507cfc-8952-4c19-b232-43e64f047b7d,790c0a2a-5e10-11ea-8083-0242ac130006,Dharmadhātujinālaya Caitya,/files/uploadedfiles/LAL0010-029_P_20200321_01.JPG,"<p>Aśoka Stūpa South, Dharmadhātujinālaya Caitya, view from SE; photo by Thomas Schrom; 2020-03-21</p>
",,"LAL0010-029
",0,,4b849918-9eea-11e9-8b93-0242ac120006
