tileid,parenttile_id,resourceinstance_id,social activity description,social activity name,social activities reference types,social activities references,sortorder,provisionaledits,nodegroup_id
a60aa03c-9b82-483e-9793-18526fe8d421,46bb4c7a-d313-496f-9adb-165d8825ab6c,6fac8c1c-e768-11e9-8bc4-0242ac130002,"<p>Around 2000, two&nbsp;<em>guṭhīs</em>&nbsp;associated with Amātya and Śreṣṭha families were still active. However, this is no longer the case.</p>
",Guṭhīs Association,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
0bdc85f9-ab9f-413c-98e1-92b3d28d79e9,5e810a5b-e903-4893-b948-23714688f7ff,711b19a4-ec10-11e9-b125-0242ac130002,"<p>A feast for&nbsp;the <em>saṅgha </em>members takes place&nbsp;on the 5th day of Pauṣa.</p>
",Feast,Local knowledge,"<p>Surendra Vajrācārya (38), President of the Mayūravarṇa Mahāvihāra Sudhāra Samiti</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
f8684903-0259-463c-a85b-471c8b6fdacc,a4a3bca1-f7cc-4ec4-aaa3-5c1f57f0a4f9,711b19a4-ec10-11e9-b125-0242ac130002,"<p>Sanāḥ Guṭhī is observed on the 14th day of the dark half of Phāguna.</p>
",Sanāḥ Guṭhī,Local knowledge,"<p>Surendra Vajrācārya (38), President of the Mayūravarṇa Mahāvihāra Sudhāra Samiti</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
74bd932d-6b7d-416f-bd35-2fee64b6112a,68af94b9-1b81-47fc-893a-5560ca64cff4,711b19a4-ec10-11e9-b125-0242ac130002,"<p>Samvarodaya Diśīpūjā is&nbsp;an esoteric worship inside the āgama. It&nbsp;is observed on the 10th day of the dark half of every month.</p>
",Samvarodaya Diśīpūjā,Local knowledge,"<p>Surendra Vajrācārya (38), President of the Mayūravarṇa Mahāvihāra Sudhāra Samiti</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
d321d5ff-d5f2-4f69-af71-a169ba6303c0,e7055c46-0ca6-48f2-ac15-c624528f2081,711b19a4-ec10-11e9-b125-0242ac130002,"<p>The anniversary ritual of the&nbsp;<em>kvāḥpāḥdegaḥ</em> (monastic building) is observed on the 3rd day of the bright half of Vaiśākha (<em>akṣayayatṛtīyā</em>).</p>
",Anniversary Ritual,Local knowledge,"<p>Surendra Vajrācārya (38), President of the Mayūravarṇa Mahāvihāra Sudhāra Samiti</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
3288823a-16ec-42e0-8a6e-8de963a07159,df5fec84-66e5-4e48-b89e-9a8ba68da90a,711b19a4-ec10-11e9-b125-0242ac130002,"<p>The anniversary ritual of the <em>kvāḥpāḥdyaḥ&nbsp;</em>is observed on the full moon day of Pauṣa.</p>
",Anniversary Ritual ,Local knowledge,"<p>Local Knowledge</p>

<p>Surendra Vajrācārya (38), President of the Mayūravarṇa Mahāvihāra Sudhāra Samiti</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
6f4a3e06-a8ef-4055-9b94-157906672501,212cc5c7-0fc3-4ad4-a5f1-e107b86d8dfd,711b19a4-ec10-11e9-b125-0242ac130002,"<p>Daily worship is conducted every morning and evening.&nbsp; Every <em>saṅgha&nbsp;</em>member must&nbsp;perform daily worship for one&nbsp;week when it is&nbsp;their turn. The turns change every Wednesday.</p>
",Daily worship,Local knowledge,"<p>Surendra Vajrācārya (38), President of the Mayūravarṇa Mahāvihāra Sudhāra Samiti</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
2aa8bb86-05c2-41b2-bd90-fec46f815a89,8e29c5e3-f965-488a-91a9-11c848d54938,7171bc5b-58ee-4d5d-9808-c118c20022de,"<p>On the day of Śivarātrī, a huge bonfire is&nbsp;lit&nbsp;in front of the temple. Fired beans and fruits are distributed as&nbsp;<em>parsāda </em>in the&nbsp;evening.</p>
",Bonfire,,"<p>Local knowledge: The former priest and one of the descendant of Laṃba Karṇa Bhaṭṭa, Bhaṭṭa, age 84</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
a356ae12-8d3d-4c89-a61b-fe03383b97fb,7a19f4c9-dcc0-4f95-8e67-140e7463381f,7171bc5b-58ee-4d5d-9808-c118c20022de,"<p>Previously, the descendants of Lamba Karṇa Bhaṭṭa who supposedly founded the temple, were responsible for the maintenance of the temple. However, an Upādhyāya priest performs the daily rituals since 2005 CE (VS 2062). Vidyānātha Bhaṭṭa, the former priest of the temple and one of the descendants of Laṃba Karṇa Bhaṭṭa, still lives at the Yatkha, Naradevi with his family.</p>
",Daily Worship,,"<p>Local knowledge: The former priest and one of the descendants of Laṃba&nbsp;Karṇa Bhaṭṭa, (Upādhyāya)&nbsp;Bhaṭṭa, age 84</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
a3262687-c88c-4e4e-bd44-e7a53c6e597b,11e5635e-7421-4b6b-bc38-33ed7939f596,7195ddad-7b38-423b-b1a2-479a4ad0292c,"<p>Every year, on the full moon day of the bright half of Śrāvaṇa, the Bāhāḥ Visiting Festival (<em>Bāhā</em><em>ḥ</em><em> Cā</em><em>ḥ</em><em> Hilegu</em>) takes place in Kirtipur. Devotees, especially, the relatives of deceased persons, visit the&nbsp;<em>bāhā</em><em>ḥ</em><em>s</em>,&nbsp;<em>caityas,</em>&nbsp;and Buddhist temples in Kirtipur. Lokeśvara Mandira is also one of those monuments which have to be circumabulated by the devotees during this festival.</p>
",Bāhāḥ Visiting Festival (Bāhāḥ Cāḥ Hilegu),,"<p>Local knowledge, a local resident, Vajrācārya, male, age 73</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
ed9e6c01-72fd-4fae-bf0d-fe66847c83e0,e30ead5a-3302-4901-9c96-aa1bb3d95037,7212764c-e691-11e9-8bc4-0242ac130002,"<p>A pole decorated with coloured banners is&nbsp;erected in front of the Kṛṣṇa Temple&nbsp;on the 8th day of the bright-half of the Phālguṇa as an indication of the coming Holi festival<em> (cīra svanegu)</em>. The symbol of a half moon is then&nbsp;drawn on the bell and its supporting pillars are decorated with&nbsp;<em>sindura</em>.&nbsp;</p>
",Religious annual festival ,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
56e1e682-cf42-44fe-957a-b812ed37e9ca,19bff293-5c28-482b-9b47-b09a858611c6,7212764c-e691-11e9-8bc4-0242ac130002,"<p>The following&nbsp;schedule explains&nbsp;when the bell is rung during the Dashain festival:&nbsp;</p>

<ol>
	<li>From the&nbsp;<em>ghaṭasthāpanā</em>&nbsp;to&nbsp;<em>navamī</em>&nbsp;(the 9th day of the lunar calendar) at the time when&nbsp;<em>gaṇa nāca</em>&nbsp;(<em>gaṃ pyākhaṃ</em>) is performed in the main courtyard of the palace.</li>
	<li>In the morning of&nbsp;<em>navamī</em>&nbsp;when the&nbsp;<em>pāyaḥ jātrā</em>&nbsp;started from the Mahālakṣmī temple of Patan arrives to the Darbar Square.</li>
	<li>In the early morning of&nbsp;<em>daśamī</em>&nbsp;(the 10th day of the lunar calendar)&nbsp;when the&nbsp;<em>pāyaḥ jātrā </em>procession starts&nbsp;from the nearby Taleju temple.</li>
</ol>

<p>During Dashain,&nbsp;<em>gathu pyākhaṃ</em>&nbsp;is brought from Thecho of Lalitpur and performed in the main courtyard of the palace. The bell is also rung at the time when the dance is performed.&nbsp; &nbsp;</p>
",Dashain,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
822d2bdd-be0d-4caa-bb4a-1e3843d73bde,94610d4b-e8fa-4ced-9b76-810548069f4b,7212764c-e691-11e9-8bc4-0242ac130002,"<p>A security post was placed in the Maṇimaṇḍapa Phalcā (<strong><a href=""https://kjc-sv038.kjc.uni-heidelberg.de/redmine/projects/nepal-cultural-heritage/wiki/LAL1362"">LAL1362</a></strong>) during the Shumsher Rana Period. At 9:00 o&#39;clock at night, the security guard used to play a bugle and ring this Taleju bell to remind the people of the curfew that was in place.</p>
",Curfew ,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
1f60b468-b506-42ad-9b8b-74b94b9f586f,d78653e3-2cd9-44a4-a827-8e8aae7e7e69,7212764c-e691-11e9-8bc4-0242ac130002,"<p>During the Malla period, this bell was rung to&nbsp;tell&nbsp;people to gather near&nbsp;the palace to hear a royal announcement, or on other special occasions.</p>
",Royal announcement,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
cc12b9e7-e215-4fbe-bb18-e7e9b8e6b32f,d673fba9-6aa8-4ab2-bcd1-f765dcddc55d,7286700f-4313-42ba-be54-d79933e086a4,"<p>The Kārttika or Narasiṃha dance is performed in Patan during the month of Kārttika. During the climax of the dance performance, Hiraṇyakaśyapu is killed by Narasiṃha, and then reanimated by a Rājopādhyāya priest through certain rituals.&nbsp; The water collected from Maṅgaḥ Hiti is used during the performance of these rituals.</p>
",Using Water of Maṅgaḥ Hiti during Kārtika Nāca (Dance),,"<p>Local knowledge: A local resident, Rājopādhyāya, male, age 52</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
5fb951c8-74cb-4fef-95af-5c3a69e74b4a,8ae2bb6d-59e6-41c9-a74f-57bc18a60596,7286700f-4313-42ba-be54-d79933e086a4,"<p>According to a legend, King Yoganarendra Malla was obsessed with immortality. He is said to have proclaimed the following regarding his mortality: &quot;When the two elephants standing in front of Viśveśvara temple come down to Maṅga Hiti to drink water, let my countrymen know that their beloved King Yoganarendra Malla is no longer on the earth. However, until this happens, let every countryman know that King Yoganarendra Malla is alive in his royal palace.&quot;&nbsp; Until all of these proclaimed events took place, his subjects were to assume he is alive.</p>

<p>&nbsp;</p>
",Popular Legend of King Yoganarendra Malla,,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/84ZADZE7/q/satyamoha"" target=""_blank""><strong>S. Joshi </strong></a>2003, 32-36</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
6c49834a-62bd-4fb3-b3b6-567a7c284116,a752531d-41ff-429e-9cd5-26940bbd69d0,731bd8c6-5877-4951-bf17-efc7b7c68933,"<p>The <em>Bāhāḥ Cāḥ Hilegu </em>(visiting&nbsp;bāhāḥs) procession takes place in Kirtipur on the full moon day of the bright fortnight of Śrāvaṇa. On this day, devotees&nbsp;visit&nbsp;various&nbsp;<em>caityas</em>,&nbsp;<em>bāhāḥs,</em>&nbsp;and Buddist monuments in and around Kirtipur including Taḥnani Caitya. Moreover, the relatives of deceased persons also participate in this procession.</p>
",Bāhāḥ Cāḥ Hilegu (Visiting Bāhāḥs) Procession,,"<p>Local knowledge: A member of the <em>guṭhī</em>, Maharjana, male, age 53</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
a32da0a8-148d-4f56-a9a5-180188f1917b,6f798254-1fa1-4d07-9488-980708297906,731bd8c6-5877-4951-bf17-efc7b7c68933,"<p>A <em>guṭhī</em> of the local Jyāpu community, associated with the Caitya, performs the anniversary rituals of the Caitya and gives a feast for the <em>guṭhī</em> members on the full moon day of Asoja.</p>
",Anniversary Rituals (Varṣavardhana),,"<p>Local knowledge: A member of the <em>guṭhī</em>, Maharjana, male, age 53</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
a5a1217d-0bf1-4482-abe1-d0e792bd1be4,ca9ea5d9-737a-47d2-a6b1-da649b44ae18,731bd8c6-5877-4951-bf17-efc7b7c68933,"<p>On the tenth day of the bright half of Asoja, also known as <em>Vijayā Daśamī</em>, a masked dance of Bhairava, Indrāyaṇī, Brahmāyaṇī, Kyāḥ, and Kaṅkāla is performed in front of this&nbsp;Caitya. This masked danced&nbsp;is locally known as <em>devī pyākhaṃ</em>.&nbsp;</p>
",Mask-Dance (Devī Pyākhaṃ),,"<p>Local knowledge: A member of the <em>guṭhī</em>, Maharjana, male, age 53</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
1254c842-c4b7-4c8c-a6de-eb8385e4306d,0dcb9340-89c9-43df-b368-256022f0a996,73f86971-d72b-42bc-8776-14acf48bfaca,"<p>Three families who are related to the donors arrange for the performanc of the regular worshio (<em>nityapūjā</em>) on a yearly turn basis. The annual worship takes place on the full moon of Āśvina.</p>
",Daily worship (nityapūjā),,"<p>Local knowledge: Descendant of the founder of the bāhāḥ, Maharjan, male, age 54</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
61a62ada-9000-4dd8-8abb-83461f87f094,a0027ec0-28ba-4b64-80ea-5e4bd6e37c3b,73f86971-d72b-42bc-8776-14acf48bfaca,"<p>The anniversary worship (<em>varṣavardhana pūjā</em>) is celebrated by Varācāryas on each full moon of the month Āśvina.</p>
",Anniversary worship (Vārṣabandhana Pūjā),,"<p>Local knowledge: Descendant of the founder of the bāhāḥ, Maharjan, male, age 54</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
2594b9c0-0c3c-4eba-ab88-bceb2cbad3c7,b693da9e-cb50-4aca-90d3-78d4f127e103,74ae042c-e6a8-11e9-b125-0242ac130002,"<p>The daily worship is performed by Miśra Brahmaṇa. The <em>guṭhī</em> Saṃsthāna provides him with Rs. 500 per month to spend on worship expenses and Rs. 540 annually as his salary.</p>
",Daily worship,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
e43d8df9-0844-4e91-bf09-1e8c7a16ee1d,4f56539f-d1e0-4d9c-8cd2-cd8925cd2704,75171568-d049-4c63-9fce-ddf40dc4e157,"<p>Karmācārya priest of Bhaktapur conducted the daily worship here. This tradition was given up long ago.</p>
",Nitya Pūjā,,"<p>Local knowledge, local resident, Karmācārya, male, age 56</p>

<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/GH3623ZK/item-details"" target=""_blank""><strong>Gutschow </strong></a>2014, 33</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
073b3038-7504-48ac-8d39-12e6eff03feb,84e1583a-7df6-4f48-b18b-d262a642ad6d,75171568-d049-4c63-9fce-ddf40dc4e157,"<p>A Karmācārya clan of Tulāchẽ ṭola, Bhaktapur, is responsible to observe the annual ritual of this temple. Every year, on the second day of the bright half of Mangśira, this ritual is observed. A goat is sacrificed as part of the ritual. The clan members have a feast after finishing this worship.</p>
",Varṣavardhana Pūjā,,"<p>Local knowledge, local resident, Karmācārya, male, age 56</p>

<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/GH3623ZK/item-details"" target=""_blank""><strong>Gutschow </strong></a>2014, 33</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
ee4c0af3-836d-4fcc-a520-3068973291b9,2104f35e-9144-414a-ae47-6c69e93ef71f,7559d8ea-32ef-11ea-a67f-0242ac130002,"<p>A parasol is offered to the Vajradhātu <em>c</em><em>aitya</em>&nbsp;every year&nbsp;on the full moon day of Āśvina.</p>
",Offering of a parasol,Local knowledge,"<p><em>Saṅgha </em>member of bahī, Śākya, male, age 49</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
71af2780-a78c-47bd-a894-9bc2fc619cc3,1cd06255-c0cb-47ab-afc0-8e742ea30d75,7559d8ea-32ef-11ea-a67f-0242ac130002,"<p>Sanukaji Shakya and his family perform&nbsp;the daily ritual worship in the morning and evening.</p>
",Daily worship,Local knowledge,"<p><em>Saṅgha </em>member of Bahī, Śākya, male, age 49</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
4189dd85-6333-445a-9775-a186e6fb6291,ee5bfe49-562e-4771-ab53-9d3d1e007b73,7559d8ea-32ef-11ea-a67f-0242ac130002,"<p>The anniversary worship of the <em>bahī</em> used to be performed on the 5th day of the bright fortnight of Vaiśākha (cf. <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/locke"" target=""_blank""><strong>Locke 1985</strong></a>, 193). However, this tradition has come to an end.</p>
",Anniversary worship,Local knowledge,"<p><em>Saṅgha </em>member of bahī, Śākya, male, age 49&nbsp;</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
a16151ad-81f4-4acb-bb06-f02f026cad9a,38f72eeb-388a-4787-95e7-ec45ce3525c6,75d880e6-e74f-11e9-8bc4-0242ac130002,"<p>The daily ritual worship of the <em>vihāra</em> is performed by the priest Mangal Rāj Vajrācārya. Previously, a <em>guṭhī</em> established by the Shrestha family would donate 1 <em>murī</em> of husked rice and 100 RS annually to a Vajracharya family of Nyākhācoka, but this tradition ended in VS 1994. The annual <em>pūjā of</em> the <em>vihāra</em> was performed once a year on the 12th day of the dark half of Māgha. However, this has also come to an end.</p>
",ritual worships,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
2a12ce88-5c4d-46a4-9df6-c726d8bfe2e5,2f9b09aa-decc-4e6e-9d9b-e0ee921c545d,76ab9a02-0244-11ea-8f3c-0242ac130002,"<p>On this day, all of the members of the <em>gūtḥi</em> come together and clean the Caitya, paint it white, erect bamboo&nbsp;around it and hang a cloth <em>ilā̃&nbsp;</em>from it. The Caitya is then&nbsp;worshipped and a feast is held. The Jyāpu family use&nbsp;the <em>gū</em><em>ṭhī</em>-land used to provide grain&nbsp;for the feast. However, now they tend to&nbsp;donate money instead.</p>
","Cleaning and painting the Caitya followed by a worship and feast
",Local knowledge,"<p>Member of the <em>guṭhī</em>, Maharjan, male, age&nbsp;63</p>

<p>Member of the <em>guṭhī</em>, Maharjan, male, age&nbsp;55</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
3d0c4c39-c1cf-4582-91d3-3705a0613b00,7411990a-cdc0-4068-8a25-515324c6272e,76ab9a02-0244-11ea-8f3c-0242ac130002,"<p>The <em>guṭhī</em> organises Chvylābhū on the 14th day of the bright fortnight of the Āśvina. Chvylābhū is a day of preparation for the organisation of a bigger procession, ceremony or&nbsp;feast. Participants eat <em>chvayalā</em> and other foods.</p>
","A communal feast organised by the guṭhī
",Local knowledge,"<p>Member of the <em>guṭhī</em>, Maharjan, male, age&nbsp;63</p>

<p>Member of the <em>guṭhī</em>, Maharjan, male, age&nbsp;55</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
c9f701b0-26c0-469b-9c77-7da9892ccfe0,bf5900a8-6d46-49d7-ad40-4d25d2f859ee,76ab9a02-0244-11ea-8f3c-0242ac130002,"<p>Once a year, between the full moon days of Asoja and Kārttika, a private&nbsp;<em>gū</em><em>ṭhī&nbsp;</em>installs a&nbsp;wooden post with a brass parasol to the north-east of the Caitya. The post&nbsp;is known as Yaḥsĩ. An oil lamp is offered to the post every&nbsp;evening. Four members of the Jyāpu community are associated with this&nbsp;<em>gū</em><em>ṭhī</em> and some land has been sectioned off to fund&nbsp;this group.&nbsp;On the days when the post is installed and removed, a feast is organised for the <em>gū</em><em>ṭhī</em> members. A similar tradition is also practiced in Patan at the same time. However, the post in Patan is called <em>Āl</em><em>aḥ</em><em>mat</em><em>a</em><em> (Ākā</em><em>śadīpa</em><em>) </em>while in Sunaguthi it is referred to as Yaḥsĩ.</p>
","Erection of the wooden post (yaḥsĩ)
",Local knowledge,"<p>Member of the <em>guṭhī</em>, Maharjan, male, age&nbsp;63</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
0431bc51-2062-45c9-a7da-6d4801e499dc,5c500034-842f-445f-8766-6a5c6e2c9912,76ab9a02-0244-11ea-8f3c-0242ac130002,"<p>On the day of Gāījātrā (1st day of the dark fortnight of Bhādra), tradition dictated that the surrounding area of the Caitya<em> </em>be cleaned. <em>Samaybaji </em>was once eaten on this occasion<em>.&nbsp;</em>However, this&nbsp;practice came to an end a few years ago.</p>
",Cleaning of the Caitya ,Local knowledge,"<p>Member of the <em>guṭhī</em>, Maharjan, male, age&nbsp;63</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
8775b7ba-7c98-48a3-911a-7c7b3eb67cdd,a2ed1b7e-72ef-4b99-a404-38455baa3705,776a4b78-3709-406d-bdb5-7f65590d125d,"<p>Devotees offer a unique garland (made out of <em>narkaṭas</em> and fruits) to this Hanumān statue in order to get rid of troubles.</p>
",Offering of a garland,,"<p>Local knowledge, local resident, Maharjana, male, age 69</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
9a6dacc5-03e4-499c-a19b-357fc835e279,36d7343c-21a0-4e5d-b8b7-c6ee98f22335,776a4b78-3709-406d-bdb5-7f65590d125d,"<p>Occasionally people offer a red cloth to the Hanuman statue.<br />
&nbsp;</p>
",An offering of red cloth,,"<p>Local knowledge, local resident, Maharjana, male, age 69</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
2f3e8bca-4e2e-4db7-b897-78480410bf74,d41766e7-2935-43fd-9dfb-a134aff53a51,77e6fd7a-5e11-11ea-b4c2-0242ac130006,"<p>Matayāḥ, a festival celebrated in Patan, always takes place on the day following Gāījātrā. On this occasion, Buddhist families traditionally visit certain <em>bāhāḥs</em>, <em>bahīs </em>and <em>caityas </em>throughout Patan, including Thati Bāhāḥ.</p>
","Matayāḥ Festival
",,"<p>Local resident, Khaḍgī, female, age 59</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
229ac58b-fc00-469e-a2e9-45a086292586,49983a14-8040-4bd7-8e81-3f6d30e7fd3d,781d9148-efea-47f6-bfee-3aa004bf0e43,"<p>A Karmācārya priest living in Sundhārā, Patan performs the daily rituals in this temple.</p>
",Daily worship (nityapūjā),,"<p>Local knowledge: A local resident, male, Maharjana, age 79</p>

<p>Local knowledge: A local resident, male, Mulmī, age 66</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
63978f50-f3ac-40d6-a2f2-936bafca6209,a7f02c63-83cd-4d51-a835-1fb9ad2dee4c,781d9148-efea-47f6-bfee-3aa004bf0e43,"<p>On the 14th day of the dark fortnight of Caitra, the statue of Bālakumārī along with other metal masks of various deities are mounted to a palanquin and brought to the abode of Bālakumārī (LAL2000). A music group from Pilāchẽ Ṭola also joins the procession and plays the <em>dhimay</em> music.</p>
",Chariot procession - 1 (khataJātrā),,"<p><strong>S. Śreṣṭha</strong> VS 2068, 46-47</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
91335af1-a823-48ac-8bb7-861be0d28e5b,c55c6d8d-e09c-48b5-ae97-18b06c98fd18,781d9148-efea-47f6-bfee-3aa004bf0e43,"<p>On contrary to various other processions held in the Kathmandu Valley, the city of Patan is circled anti-clockwise in this procession, which takes place on the full moon day of Māgha. Similar to the procession which is organised on the 14th day of the dark fortnight of Caitra (see above), the statue of Bālakumārī and masks of various other deities are taken out from the Dyaḥchẽ, mounted to a palanquin, and brought to the abode of Bālakumārī. After finishing the ritual worship there, which is followed by a number of animal sacrifices, Bālakumārī is brought back to the Patan Durbar Square and then taken back to the Dyaḥchẽ.</p>
",Chariot procession - 2 (khataJātrā),,"<p>Local knowledge: A local resident, male, Maharjana, age 79</p>

<p>Local knowledge: A local resident, male, Mulmī, age 66</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
31606dc7-f8a8-46ff-b61f-b0cabec0e9c5,410ec2c8-2674-4c0a-bea8-ad853ae81994,781d9148-efea-47f6-bfee-3aa004bf0e43,"<p>The elderly people from the local communities gather on the first floor of the temple and sing the devotional songs and hymns every morning in Kārtika.</p>
",Singing devotional songs (bhajana),,"<p>Local knowledge: A local resident, male, Maharjana, age 79</p>

<p>Local knowledge: A local resident, male, Mulmī, age 66</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
1d96c5c0-3736-48a9-ba6c-3c0345b681e4,cd56ca73-4ef6-4a3b-b8f4-b9fc63bf9550,78211803-598c-46df-834e-4d97356acd0c,"<p>The Guṭhī Saṃsthāna has arranged a&nbsp;Brāhmaṇa (Śarmā) to perform daily worship of the temple.</p>
",Nitya Pūjā,,"<p>Local knowledge, priest of the temple, Śarmā, male, age 53</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
7139c893-21b2-44a4-8c1c-65254910612e,3d2c5e1a-4d14-4c5a-8220-929017fc8983,786375ae-ec2d-11e9-8bc4-0242ac130002,"<p>On the full moon of Āśvina Śākyas&nbsp;perform annual ritual&nbsp;worship called&nbsp;<em>cau chāyegu </em>offering an umbrella to the&nbsp;<em>caitya</em>.</p>
",Cau chāyegu pūjā,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
a98e2712-2db1-461d-a1e4-1518a3fd9d9b,0e35243c-0793-4576-9c54-8541c0f15c8c,786fe3c9-b65a-4bee-9432-867ae7d7be39,"<p>According to elderly locals, a Brahmin clan, probably the descendants of the founder of the Phalcā, who lived in Dūcva Ṭola, used to distribute <em>samaybaji</em> from here during the Indrajātrā Festival until four decades back (1980s).</p>
",Distribution samaybaji from the Phalcā during Indrajātrā Festival ,,"<p>Local knowledge: A local resident, Rājopādhyāya, male, age 69</p>

<p>Local knowledge: A local resident, Mulmī, male, age 65</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
744ab04d-43e0-4af1-b6f3-ca7b62a7be35,77b35833-4fce-4aab-b2f4-1e0ee94e820a,788cd320-e6a8-11e9-8bc4-0242ac130002,"<p>On the 10th day of the dark half of&nbsp;Caitra</p>
",Saṅgha-bhojana,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
8194f5dd-ffc6-4f22-91e3-73404c089b94,8611fa19-bb84-4e6c-badd-575422b4a147,788cd320-e6a8-11e9-8bc4-0242ac130002,"<p>In earlier times, a wooden&nbsp;<em>vim</em><em>āna</em>&nbsp;(a mythical self-moving aerial vehicle) was exhibited. However, this is now very old and damaged.</p>

<p>Some years ago,&nbsp;artists&nbsp;exhibited images of Dīpaṅkara Buddha here. This tradition has now ended.</p>
",Bahīdyaḥ Bvaḥyegu,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
e24f0a75-cf24-404b-ba95-0bdbec95f3b1,b08242da-8aa8-41bd-b133-c3427ee27dd9,788cd320-e6a8-11e9-8bc4-0242ac130002,"<p>On the 10th day of the dark half of Vaiśākha</p>
",Annual anniversary,Local knowledge,,0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
47b8e9fd-4730-4419-908b-66ff3f67ca78,fa57b049-c432-4259-9679-3fa623654e3c,790c0a2a-5e10-11ea-8083-0242ac130006,"<p>The eldest member of&nbsp;the <em>āḥjus </em>of a <em>bāhāḥ</em> or <em>bāhī</em>&nbsp;is called <em>thapāḥju</em>. When a <em>thapāḥju </em>or a&nbsp;<em>āḥju </em>passes away, the post is filled by a junior <em>āḥju</em>&nbsp;or a&nbsp;<em>saṅgha </em>member. The ritual through which&nbsp;the&nbsp;<em>āḥju </em>is appointed is called <em>āḥju luigu</em>.&nbsp;This&nbsp;ritual is generally performed inside a&nbsp;<em>bāhāḥ</em>&nbsp;or&nbsp;<em>bāhī</em>.&nbsp;However, in the case of Taṅgaḥ Bāhāḥ it is performed in front of this&nbsp;Stūpa.&nbsp;</p>
","Āḥju Luigu
",,"<p>Member of Taṅgaḥ Bāhāḥ Saṃgha, Śākya, Male, age 55</p>
",0,,fb0a49c4-b8f7-11e9-b8a9-0242ac120007
