tileid,parenttile_id,resourceinstance_id,historical event reference image,historical event reference description,historical inscription identification ,historical event references source,historical event transliteration and translation,historical event image caption,historical event references type,sortorder,provisionaledits,nodegroup_id
40fc0a84-d98c-40e7-858a-181bf91d3a08,6f275d86-2b1e-4331-b1cd-7c04c5a03867,6c19dd43-3e02-4f62-8636-0b3e5971ef4d,,,,"<p>Inscription from VS 2071</p>

<p>Measurment of inscription 1 and 3 &nbsp;</p>

<p>&nbsp;H = 69, W = 52</p>

<p>Measurment of inscription 2 (middle one)</p>

<p>&nbsp;H = 106, W = 83</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
65072466-d360-4bd0-9aec-1ad2984ae571,e20bdf71-d631-4689-855d-74e69f7b5a46,6cdaf736-d3f8-4b5f-9b6d-384f21c8d902,,,LAL4196_I_001,"<p>Stone inscription from 1836 CE (NS 956) embedded in the Sataḥ&#39;s wall (see the inscription photo above)</p>

<p>H: 47 cm, W: 27 cm</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
3e5c9ef2-1f49-43c0-a900-965ec2318a2f,1cb6b252-326a-42bb-8b08-b46f9737bed0,6cdaf736-d3f8-4b5f-9b6d-384f21c8d902,,,LAL4196_I_001,"<p>Inscription embedded in the Sataḥ&#39;s wall.</p>

<p>H: 47 cm, W: 27 cm</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
924473eb-29b7-4a52-a009-bc7da207d6bb,35ba1e15-b652-440d-9bca-4ac92b619cd9,6cdaf736-d3f8-4b5f-9b6d-384f21c8d902,,,,"<p>Former President of Ālok Hiti Conservation and Water Supply Users&rsquo; Committee, Śreṣṭha caste, male, age 54</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
27482009-61f4-49b5-80e8-c30d573c6c11,181b08da-3515-4b54-8de0-90822cb57a2c,6cdaf736-d3f8-4b5f-9b6d-384f21c8d902,,,,"<p>Local knowledge: Former President of Ālok Hiti Conservation and Water Supply Users&rsquo; Committee from a Śreṣṭha caste, male, age 54</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
d5a2ba77-9f1f-4c6f-94d1-88eaf705a1bd,7fb7e890-6c11-4f80-ba9e-40c5e7176162,6cef8522-e33c-11e9-b125-0242ac130002,,,,,,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
eaac10d5-4d9f-4df1-bf70-132a4df048ae,a6fa22e0-b990-4e90-ae9d-c715710661d4,6cef8522-e33c-11e9-b125-0242ac130002,,,,,,, Local knowledge,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
405f3efe-1af4-44e1-aed4-876ddf98c00e,5b62c5a9-8978-43ce-a781-2df519eb9f1b,6cef8522-e33c-11e9-b125-0242ac130002,,,,,,, Local knowledge,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
87710c78-348d-4d14-abcd-a23b3f0b2a57,0539b5a2-58b1-4b09-bd4c-12b23007f38f,6d478768-e8f5-11e9-b125-0242ac130002,,,,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/Q43NPHM2"" target=""_blank""><strong>KVPT </strong></a>report 1992, 6</p>
",,,Secondary literature,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
674a5d11-747d-4917-b6cd-907be386112a,de705533-a932-4b25-bcf0-5e2c259c4405,6d478768-e8f5-11e9-b125-0242ac130002,,,,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/Q43NPHM2"" target=""_blank""><strong>KVPT Final </strong></a>report 1992, 67</p>
","<p>The Historic Structure Report (KVPT 1992, 4) refers to the date given in the original donation letter of the temple (dhaana patra) as 1802 for the original construction, this letter was provided to Nutan Sharma by the guthi responsible for the temple. In that year, so the letter, the icon of&nbsp;Umāmaheśvara was installed and a &quot;two story building of brick&quot; erected by members of the Kayestha clan.&nbsp;</p>
",,Secondary literature,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
8bdb5911-0ea3-48b0-a144-a26559c36224,b66c5218-5d46-451c-af78-190c862967d5,6da9c621-521e-41d0-97b4-a3a8c2a9c960,,,,"<p>Local knowledge, local resident, Śarmā, male, age 76) &nbsp;</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
af8556bb-c099-4a33-ad76-fdcf9802aa14,d633c84b-e0dd-405e-a173-498da6db6586,6da9c621-521e-41d0-97b4-a3a8c2a9c960,,,,"<p><strong><a href=""https://www.newsupdatebhaktapur.com/2019/05/21/4818/"" target=""_blank"">newsupdatebhaktapur.com</a></strong></p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
6b86540a-bb95-4f13-96d0-bcbc673e89cc,a376b019-12bf-4563-9ffa-01089b97dabb,6e03bbf6-0522-11ea-8f3c-0242ac130002,,,,"<p><strong>Mandira Jīrṇoddhāra Sahayoga Samiti</strong>&nbsp;2068, 6</p>
",,,Secondary literature,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
7704e624-f5e8-4e88-9a8c-2b48bf907609,9717e9eb-e065-41b6-8e9a-93a0b84459e5,6e03bbf6-0522-11ea-8f3c-0242ac130002,,,,"<p><strong>Mandira Jīrṇoddhāra Sahayoga Samiti</strong>&nbsp;2068, 6</p>
",,,Secondary literature,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
67525ffe-a5a3-47cb-a993-ab18efae9164,42fa22cc-04ac-485d-99c4-05c703680a5b,6fac8c1c-e768-11e9-8bc4-0242ac130002,,,,"<p>Inscription from&nbsp;VS 2061</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
7a9442b8-524d-499e-b94f-e17f3d20ce29,45c6bb0a-7b0d-4c5f-8cc9-863451c340a1,6fac8c1c-e768-11e9-8bc4-0242ac130002,,,,"<p>Inscription from&nbsp;VS 2053</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
cfadb593-24a9-4878-ada1-e605beea936d,a88ed63d-fc28-487a-b638-c54fc203fbd2,6fac8c1c-e768-11e9-8bc4-0242ac130002,,,,"<p>Inscription of NS 1116</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
4b89d792-97c4-4bd7-87c5-28cf8965381b,c29e8ebb-6ece-48b9-94fd-4c26289ed357,6fac8c1c-e768-11e9-8bc4-0242ac130002,,,,"<p>Inscription from&nbsp;NS 1034</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
a2686bb3-daee-4944-9b52-1129d436d131,779b0e8d-af04-4959-859c-c1b7e75dc016,6fac8c1c-e768-11e9-8bc4-0242ac130002,,,,"<p>&nbsp;Inscription from NS 1127</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
ab9b9e07-59f1-401d-8d93-c1edbe7aca55,ce98fb7e-0df7-4608-9df6-5787b796ddff,6fac8c1c-e768-11e9-8bc4-0242ac130002,,,,"<p>Inscription from&nbsp;VS 1958</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
5b78765a-11f4-4292-a26a-bf99c835ca0e,dfb11368-e63e-4d46-a78e-cde9a176b177,711b19a4-ec10-11e9-b125-0242ac130002,,,,"<p>According to inscription from NS 1074&nbsp;</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
d4705a76-f094-4cbc-9c14-78a3678f7499,f9a3cfee-1fc0-488d-872d-558a8b77f314,711b19a4-ec10-11e9-b125-0242ac130002,,,,"<p>According to inscription from NS 1059&nbsp;</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
ce26f9f7-4cdd-4fca-80f5-7da0c5136dd9,12751b15-c170-44bc-8ddc-b4aa734ac808,711b19a4-ec10-11e9-b125-0242ac130002,,,,"<p>According to inscription from VS 1990&nbsp;</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
ea1171f1-d282-4954-a6e0-a17061132b52,cad97c50-b1a6-43a1-a7d9-6045a451cdcf,711b19a4-ec10-11e9-b125-0242ac130002,,,,"<p>According to inscription from NS 1016&nbsp;</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
e75cd58a-e93f-4788-8f4a-94f20ae92122,3cd44e3d-ef89-4456-8d01-1de7b2ca1747,711b19a4-ec10-11e9-b125-0242ac130002,,,,"<p>According to inscription from NS 874&nbsp;</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
080893c4-b1f6-453f-b039-16eca446ad9e,e2b16e34-cadc-4e7b-a3a6-e7856c8a9384,711b19a4-ec10-11e9-b125-0242ac130002,,,,"<p>According to inscription from NS 994&nbsp;</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
6b9feb22-d654-4d99-b1a0-88e5210f14db,2a390f44-858c-4288-a434-fc20b73655c3,711b19a4-ec10-11e9-b125-0242ac130002,,,,"<p>According to inscription of&nbsp;NS 756</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
97e11669-289e-45b0-ab98-33cc9ec3ee87,70f4e331-3fe6-4c2e-9c34-987d4529df74,711b19a4-ec10-11e9-b125-0242ac130002,,,,"<p>Inscription on Maṇḍala</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
d65a80a4-5e91-41d6-9163-ca99d18c3363,cbeb2457-13a4-42d6-bcd4-9bcd670d96fd,711b19a4-ec10-11e9-b125-0242ac130002,,,,"<p>According to inscription from NS 2039&nbsp;</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
08c0f054-1e1b-4932-a0eb-b47f2e2c2149,abd87793-b45d-4a64-9ff0-f82357fb5d54,711b19a4-ec10-11e9-b125-0242ac130002,,,,"<p>According to inscription from NS 1064&nbsp;</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
84dcb67d-c56d-4e90-83ca-c5d6568de66e,dcdd132d-ec26-4c24-900f-bf68bb12f5e4,711b19a4-ec10-11e9-b125-0242ac130002,,,,"<p>According to inscription from NS 10117</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
d0099fe1-24f0-478a-a420-ee413cba025b,a308cfdc-d386-4d5b-bca5-936fb9b5bbd7,711b19a4-ec10-11e9-b125-0242ac130002,,,,"<p>According to inscription from NS 851&nbsp;</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
2fff5abe-01b7-41ad-aa95-3314840cb587,eb35b402-18a6-4cc1-8404-9d3efc238359,711b19a4-ec10-11e9-b125-0242ac130002,,,,"<p>According to inscription from NS 839</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
5201b8d5-7b84-423a-bf95-214e2f7865eb,557c75e4-b596-43de-a685-10a35134d68e,711b19a4-ec10-11e9-b125-0242ac130002,,,,"<p>Copper plate inscription from NS 852</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
af524331-cd6b-4415-a2a8-1c555e78ee16,6f07c814-b50a-4002-99b6-1f2986b520be,711b19a4-ec10-11e9-b125-0242ac130002,,,,"<p>According to inscription from NS 1024&nbsp;</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
ba63e8b8-bfef-4113-8ffe-516bcb7bca44,10f729e0-ad39-4ec3-9be3-d5a1e994164d,711b19a4-ec10-11e9-b125-0242ac130002,,,,"<p>According to inscription from NS 1066</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
fb5c6bb9-315a-4ff5-a10a-abe849b6f1bf,20513af6-4926-4801-9c38-8a192c280371,711b19a4-ec10-11e9-b125-0242ac130002,,,,"<p>Inscription from NS 1058</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
c5468609-720a-4fa9-9107-6dba6eead4bd,08484210-35e4-49d9-8cd4-51a140168261,711b19a4-ec10-11e9-b125-0242ac130002,,,,"<p>According to inscription from NS 829</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
319a9bcc-2017-4160-b9ab-035397905ec2,8b84082e-c660-416f-9693-97cf8d4da788,711b19a4-ec10-11e9-b125-0242ac130002,,,,"<p>According to inscription from NS 791</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
e75d7941-d4a6-4013-8b29-30e9918d709a,a4425302-6e45-44b7-9f4f-18bc59388bcc,711b19a4-ec10-11e9-b125-0242ac130002,,,,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/GMGE3TDR/q/mayuravarna"" target=""_blank"">Śākya</a> 1973, 16</p>
",,,Secondary literature,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
fd827385-aa73-4dbf-ada6-d4dec1ee57c4,04d25fab-e1d8-4a91-9c0f-43bd12fc8422,711b19a4-ec10-11e9-b125-0242ac130002,,,,"<p>According to inscription from NS 1022&nbsp;</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
73d1544f-f854-4123-a431-9d80fb2aa6e5,0eaa9c0b-3019-4ff6-b44d-e1fe336a60c2,711b19a4-ec10-11e9-b125-0242ac130002,,,,"<p>According to inscription from NS 810</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
e3fd546d-24a6-4989-b5dd-cd6061cdb49f,d6dbb148-4d87-4a81-825f-dfd3880e1a5c,711b19a4-ec10-11e9-b125-0242ac130002,,,,"<p>According to inscription of NS 741&nbsp;</p>
",,, Inscription,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
3cea507b-aa94-4cd6-aaee-2cd353f0afb3,aefcda24-1909-4b4c-9ae5-ec454800fce3,7171bc5b-58ee-4d5d-9808-c118c20022de,,,KAT1150_I_001,"<p>Marble Inscription from VS 2057</p>
","<p>H = 22 cm</p>

<p>W = 22 cm</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
bdd79802-d01e-444a-9bc2-b317fcf31755,51f5437b-a1ee-426f-8fe9-8fc06bfb545e,7171bc5b-58ee-4d5d-9808-c118c20022de,,,KAT1150_I_002,"<p>Inscription on the bell from VS 2057, and</p>

<p>Inscription on the bell pillar from VS 2057</p>
","<p>On the Bell</p>

<p>H = 13 cm</p>

<p>W = 18 cm</p>

<p>&nbsp;</p>

<p>On the bell pillar</p>

<p>H =9 cm&nbsp; cm</p>

<p>W = 15 cm</p>

<p>&nbsp;</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
027e7bf3-4c6b-49e2-854c-052c35b9faa7,52bd6ef5-4ffc-4c29-b2a2-ac51d3dca733,7171bc5b-58ee-4d5d-9808-c118c20022de,,,,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/Pruscha/titleCreatorYear/items/Q528C497/item-list""><strong>Pruscha</strong></a> (1975, 42)</p>

<p>Local Knowledge, one of the descendants of Lamba Karṇa Bhaṭṭa, Śarmā, male, age 50.</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
5d2382d9-7125-4733-a597-bf3ca2ea5efd,b30c9950-6b3b-43eb-a202-1f9547cd849a,7171bc5b-58ee-4d5d-9808-c118c20022de,,,KAT1150_I_003,"<p>A copperplate Inscription from VS 2058</p>
","<p>H = 35 cm</p>

<p>W = 57 cm</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
73015393-b384-4620-853f-f7cec4dfd9a3,65359fbc-9cd8-4acb-a7e5-a13d89c89a71,7195ddad-7b38-423b-b1a2-479a4ad0292c,,,,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/2S8K64WV"" target=""_blank""><strong>Shokoohy and others</strong></a>&nbsp; 2014, 318-319</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
4dd379ba-587e-4f80-acef-bd620606f6af,bb9fc2ae-af35-42d4-ab7e-3e578a31cfe7,7195ddad-7b38-423b-b1a2-479a4ad0292c,,,,"<p>Local knowledge, a local resident, Vajrācārya, male, age 73</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
169eca43-bc31-4d0f-b81d-4e07db399234,3d06afaf-896e-4db1-baa6-c32dd69d6dc7,7195ddad-7b38-423b-b1a2-479a4ad0292c,,,KIR0009_I_001,"<p>Inscription from NS 804</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
74cdec61-6515-400c-9fbc-2593bb41b323,a3581219-5495-4dda-b9b6-7eb28db48800,7286700f-4313-42ba-be54-d79933e086a4,,,LAL1360_I-003,"<p>Inscription dated VS 2015 installed on the boundry wall above the three water spouts.</p>
","<p>H = 31 cm&nbsp;</p>

<p>W = 93 cm&nbsp;</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
34101b9e-9b9d-4bd9-98f5-edd6a732c8fa,4ff8ba26-e37a-45a9-aea8-0fc1b0122f89,7286700f-4313-42ba-be54-d79933e086a4,,,LAL1360_I-002,"<p>Inscription on the&nbsp;<em>jaḥdhũhiti</em></p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
4489352f-5e61-410b-bacb-7e7dc50e3529,18c02feb-517c-463d-b817-3f9e2125f8b1,7286700f-4313-42ba-be54-d79933e086a4,,,LAL1360_I-001,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/MTIWTPPH/q/liccha"" target=""_blank""><strong>D. Vajrācārya</strong></a>&nbsp;(VS 2030, 208)</p>

<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/MTIWTPPH/q/liccha"" target=""_blank""><strong>Dhanavajra </strong></a>(VS 2030, 208)</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
018b5d63-c503-4087-8db2-deaac78cb631,9a2dd800-eab1-4d03-b9d3-d21a4f202fef,731bd8c6-5877-4951-bf17-efc7b7c68933,,,,"<p>Inscription from NS 796</p>
","<p>H = 8 cm&nbsp;</p>

<p>W = 10.5 cm&nbsp;</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
cf9f33c0-5f0a-4c87-9719-b8a1a8bf230d,74f91033-1043-40a9-ae5d-b5c07064c1bc,731bd8c6-5877-4951-bf17-efc7b7c68933,,,,"<p>Inscription from NS 1086</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
a466ccf4-a6dd-40da-a1b6-bf5ea2db2ba6,ed8020a2-8db6-49a2-afff-2606f676c3c0,731bd8c6-5877-4951-bf17-efc7b7c68933,,,,"<p>Inscription from an unknown date</p>
","<p>H = 31 cm&nbsp;</p>

<p>W = 19&nbsp;cm&nbsp;</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
16f760c3-c52e-4f7e-847a-f658ef6ce225,17f99871-7848-4727-b18a-7975af35f4f5,731bd8c6-5877-4951-bf17-efc7b7c68933,,,,"<p>Inscription from an unknown date&nbsp;</p>
","<p>H = 30 cm&nbsp;</p>

<p>W = 33.3 cm</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
48fac0f7-909d-4db3-9f80-cc9c8f232a9f,c355d146-3333-4db1-aa53-b3006b595561,731bd8c6-5877-4951-bf17-efc7b7c68933,,,,"<p>Inscription from an unknown date</p>
","<p>H = 40 cm&nbsp;</p>

<p>W = 22 cm&nbsp;</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
ce7c1969-75f1-4531-a420-126f88a360bb,5a6de543-3c9e-4146-b244-6ec94cac3fa9,731bd8c6-5877-4951-bf17-efc7b7c68933,,,,"<p>Inscription from an unknown date</p>
","<p>H = 11 cm&nbsp;</p>

<p>W = 40 cm&nbsp;</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
4dc87c7a-3364-4ab7-8b28-665662c23d62,327516a7-70ec-45c9-9996-afae8d95682e,731bd8c6-5877-4951-bf17-efc7b7c68933,,,,"<p>Inscription from NS 819</p>
","<p>H = 37 cm&nbsp;</p>

<p>W = 21.5 cm&nbsp;</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
80c0f160-1bda-412d-910a-1f4d4104bf95,a4bf2da9-b852-42d1-8825-3b2c45d27cc7,731bd8c6-5877-4951-bf17-efc7b7c68933,,,,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/QBIUCGXV/q/dhana"" target=""_blank""><strong>D. Vajrācārya</strong></a> VS 2056, 489</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
66e5b2a4-7186-4a40-a790-06eab00d865d,be5fb6aa-81a6-4452-ae20-f42f77f1dc49,731bd8c6-5877-4951-bf17-efc7b7c68933,,,,"<p>Inscription from NS 785</p>
","<p>H = 28.5 cm&nbsp;</p>

<p>W = 53 cm&nbsp;</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
1c1e033b-fbad-4629-a24d-4253e15a6145,d805e1ac-e904-4f64-aa3c-121a3b237f4c,731bd8c6-5877-4951-bf17-efc7b7c68933,,,,"<p>Inscription from NS 798</p>
","<p>H = 32.5 cm&nbsp;</p>

<p>W = 24 cm&nbsp;</p>
",,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
eb541774-5b35-48b1-bd61-af4e43ed5d66,ca69da1e-4dc1-4dea-a055-237cf0cee53c,737cb161-8db7-4e7d-a315-4f6fdf29d047,,,,"<p>Marble inscription from 2007 (VS 2064) attached to the southern wall of the Phalcā.</p>

<p>H: 78 cm, W: 46 cm</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
4237a603-ead5-4cdb-83aa-addc5985c961,b7bb1237-a4ce-473d-962f-8a9bae8b7f72,737cb161-8db7-4e7d-a315-4f6fdf29d047,,,,"<p>Stone inscription from NS 1027 attached to the south wall of the Phalcā.</p>

<p>H: 30 cm, W: 24 cm</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
2bef39d5-7b69-4a99-9d82-ece26c94b868,2dbe8120-ae8b-481c-aaf4-31c4bd2ff96e,73f86971-d72b-42bc-8776-14acf48bfaca,,,,"<p>Stone Inscription from NS 997</p>

<p>H: 45 cm, W: 22 cm</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
e0a9fd4c-ce10-4fa8-a178-8efb1881fc74,8d47d273-a35c-4318-aaf3-a1d229e1a983,73f86971-d72b-42bc-8776-14acf48bfaca,,,,"<p>Stone Inscription from NS 1000</p>

<p>H: 45 cm, W: 22 cm</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
77dac45e-ba9c-4a13-ab2e-47c933f9cc8c,7d40ce8f-57af-439e-b912-660312cc20cb,74ae042c-e6a8-11e9-b125-0242ac130002,,,,"<p>Cf. <strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/A7TTL7CJ/q/korn"" target=""_blank"">Korn</a></strong> 2014, 49.</p>
",,,Secondary literature,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
b43cbe42-f42e-45c7-9d51-f28c45f0b057,a16814b9-c835-4e78-a18e-c262118cadf3,74ae042c-e6a8-11e9-b125-0242ac130002,,,,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/XZFAFCD7/q/Regmi"" target=""_top""><strong>Regmi </strong></a>1966, 271-274, <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/QBIUCGXV/q/Vajracarya"" target=""_top""><strong>Vajrācārya</strong></a> 2056, 425-427</p>
",,,Secondary literature,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
e007eb36-75a0-41fb-9898-d4add845cc71,1284ea0e-8ea5-4e33-98a8-51bfce604956,74ae042c-e6a8-11e9-b125-0242ac130002,,,,,,, Local knowledge,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
a78977cf-d20a-411d-bb18-e3be8a8dc05e,942384e5-6757-4331-a840-6cb3a69211ed,75171568-d049-4c63-9fce-ddf40dc4e157,,,,"<p>Local knowledge, local resident, Karmācārya, male, age 56</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
11b3905f-0613-4402-b191-7bbb2ff094bd,6a4287a6-22bc-4f23-b1f5-fa9fb892ae97,75171568-d049-4c63-9fce-ddf40dc4e157,,,,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/GH3623ZK/item-details"" target=""_blank""><strong>Gutschow </strong></a>2014, 33</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
507002da-ed62-46f9-a14c-240996cd4772,1931f1aa-0ae1-4b6a-8c4a-a67f9b558ce9,75171568-d049-4c63-9fce-ddf40dc4e157,,,,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/GH3623ZK/item-details"" target=""_blank""><strong>Gutschow </strong></a>2014, 33</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
eee9c670-91a7-4806-93c1-fab0606d081d,c17c81c4-395f-4e7a-8fac-980714dc8142,75171568-d049-4c63-9fce-ddf40dc4e157,,,,"<p>Local knowledge, local resident, Karmācārya, male, age 56</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
5093e0fc-a2cc-4b86-bf3a-ca07e3bfffb3,427f3f56-2790-4bcb-bba2-67cacd5f1de2,75171568-d049-4c63-9fce-ddf40dc4e157,,,,"<p><a href=""http://psroundsimaging.com/"">psroundsimaging.com</a>/Rich Pfau</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
e065d8a6-97cb-4cf0-a559-083b15993377,3735fcb5-e95c-48c0-8046-64effa72480c,75171568-d049-4c63-9fce-ddf40dc4e157,,,,"<p><a href=""https://www.bhaktapurmun.gov.np/sites/bhaktapurmun.gov.np/files/%E0%A4%A8%E0%A4%BF%E0%A4%B0%E0%A5%8D%E0%A4%A3%E0%A4%AF%20%E0%A5%A8%E0%A5%A6%E0%A5%AD%E0%A5%A9%E0%A5%A4%E0%A5%A8%E0%A5%A4%E0%A5%A8%E0%A5%AC.pdf"" target=""_blank""><strong>Bhaktapur Municipality</strong></a></p>

<p>Local knowledge, local resident, Karmācārya, male, age 56</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
fbc9532e-ee03-4cf8-b1c5-721fee9427c4,031e51f5-0b15-42ee-920f-287b405972e1,75171568-d049-4c63-9fce-ddf40dc4e157,,,,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/RLA2AXR2/q/Bajracharya"" target=""_blank""><em><strong>Nepālikabhūpava</strong></em><em><strong>ṃ</strong></em><em><strong>śāvalī</strong></em></a>&nbsp;19.1-73</p>

<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/GH3623ZK/item-details"" target=""_blank""><strong>Gutschow </strong></a>2014, 33</p>
",,,,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
9e576682-66e1-446a-9e32-d01464b1b2bd,12c3a181-c23e-4e97-a89d-74cbf023f91c,7559d8ea-32ef-11ea-a67f-0242ac130002,,,,"<p><em>Saṅgha </em>member of bahī, Śākya, male, age 49&nbsp;</p>
",,, Local knowledge,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
e0b2a55f-7a7e-4a8a-8bb8-dbaeead4444c,f340e634-700e-4e86-a9a0-2e9f88f4d97d,7559d8ea-32ef-11ea-a67f-0242ac130002,,,,"<p><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/CJBR7IZV/q/colophons"" target=""_blank""><strong>Śākya and Vaidya</strong></a> 1970, 96-97</p>
",,,Secondary literature,0,,ff5994c6-a321-11e9-8e7b-0242ac140004
