tileid,parenttile_id,resourceinstance_id,historicaldetailimage,historicaldetailimagecaption,Historical Event Description,historical event name,historical event category,sortorder,provisionaledits,nodegroup_id
ce5c341b-f824-4c06-bd00-2069a0d463e5,cd98de05-1288-4b08-9a55-d9d0fa838d4b,99462054-e675-11e9-8bc4-0242ac130002,,,"<p>The prayer wheels to&nbsp;the west of the <em>caitya</em> were donated in&nbsp;memory of Viṣṇu Māyā Śākya in&nbsp;NS 1112. The donation was made&nbsp; by her family.</p>
",Donation of prayer wheel,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
d3e0fe7c-0605-4b9a-a495-7f24575c1cc6,a59e34e4-fa56-49ec-b50d-ca79d1ff1188,99462054-e675-11e9-8bc4-0242ac130002,,,"<p>The oil-lamp balustrade surrounding the <em>caitya</em> was donated in memory of Viṣṇu Māyā Śākya in NS 1117. The donation was made by&nbsp;her family.</p>
",Donation of oil-lamp balustrade,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
65fb39d9-9a72-47c2-8065-26997f69874e,06405fef-9cf5-4cc9-9ee2-393c8ecf7ddd,99a444d4-6d05-42b3-8d29-d17839072d01,,,"<p>Bhavānīśaṇkara Bhār living in west of Yachu Ṭoola built this Temple in the memory of his&nbsp;parents. He&nbsp;had also endowed five and a half <em>ropanīs</em>&nbsp;of land to run the Temple and sponsor its annual rituals.</p>
",Initial construction of the Temple and land endowment,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
334ad249-7ab5-4c0e-af1c-70c938bdb2da,391a116e-9279-433f-aa46-fdc5f6eccd7c,9d4436ef-a0b8-44e1-9090-2ebc3e2a8bf0,,,"<p>This inscription does not belong to the Phalcā. It records a certain land endowment (probably to the above-mentioned <em>caitya</em>) by a person named Hari Nārāyaṇa and his wife, both living at the Mañjuśrī Ṭola, Patan. The inscription also mentions the position of the stars and a list of items that is to be used for the annual rituals (probably) of the <em>caitya</em>. Since the upper part of the inscription is badly damaged, its actual contents remain obscure.</p>
",Land endowment,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
49eb8993-cae2-4110-a995-64e14fb169a2,a3d7c9ff-9388-40f5-bc16-772f6d625f90,9d4436ef-a0b8-44e1-9090-2ebc3e2a8bf0,,,"<p>This inscription embedded into the wall of the Phalcā does not belong to the Phalcā itself, but it records the construction of a stone <em>caitya</em> around the Svayambhūnātha area by Kāji Vaṃdhu Rāṇā and his wife Kājinī Jayakumār. However, the <em>caitya</em> could not be identified at present.</p>
",Construction of a stone caitya ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
9713cadc-1bd3-44c4-8eb9-daaaf5de64ee,44c091be-f71d-4802-acb0-24db54926865,9d4436ef-a0b8-44e1-9090-2ebc3e2a8bf0,,,"<p>The Svayambhū Vyavasthāpana ra Saṃrakṣaṇa Mahāsamiti began reconstructing the dilapidated&nbsp;Phalcā right before the 2015 earthquakes. By the time of the 2015 earthquakes, the brick walls were already completed. The walls built with new&nbsp;<em>dāciaḥpā</em>&nbsp;and&nbsp;<em>māaḥpā</em>&nbsp;bricks laid in cement mortar suffered no damages. After a break of about a year due to the earthquakes, the reconstruction concluded in around October 2016 CE.</p>
",Reconstruction of the Phalcā,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
e7876e15-9105-4a5e-8408-3ef25916ae6b,c9f22f61-65fa-4071-9332-2e78a28c5902,9d4436ef-a0b8-44e1-9090-2ebc3e2a8bf0,,,"<p>In memory of his father, Mohanavīrasiṃha Tulādhara, a resident of the Asana Ṭola in Kathmandu, constructed the Phalcā together with other family members.</p>
",Initial construction of the Phalcā,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
7e038ea7-d365-430e-beb0-89e54336b026,0c6a8750-417e-4324-b6a0-c6cd821a3d10,9d5039d0-e979-11e9-8bc4-0242ac130002,,,"<p>The earthquake of 1934 severely damaged the temple. Aside from the ground floor, all of the floors collapsed.</p>
",Destruction by earthquake,"Other event category,Consecration",0,,ff5966a4-a321-11e9-8e7b-0242ac140004
634e5eca-78ad-4204-b6da-4e540bec03e9,60e47f3c-95c6-4287-a82a-2900ecfce128,9d5039d0-e979-11e9-8bc4-0242ac130002,,,"<p>A ceremony was held to celebrate the completion of the&nbsp;reconstruction work.&nbsp;Juddha Śamaśera, the Prime Minister of Nepal, was invited to participate in the&nbsp;<em>Mahā Ahorātra Yaj&ntilde;a.</em>&nbsp;The Prime Minister rebated the loan instantly and distributed cash prizes to the tutors, priests, and artisans. The temple was rebuilt on a slightly smaller scale after it was destroyed&nbsp;in the 1934 earthquake (<strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/UUVDWTJ3/q/Bernier"" target=""_blank"">Bernier</a></strong>&nbsp;1978, 75).</p>
",Completion of restoration,"Other event category,Consecration",0,,ff5966a4-a321-11e9-8e7b-0242ac140004
f3aaadc6-0763-4ef5-af92-3ae286809404,1d777eb7-a1df-4d3c-944e-66f7c5fcb1d8,9d5039d0-e979-11e9-8bc4-0242ac130002,,,"<p>Paṇḍita Jīvarāja and Jayamuni went to Sikkim and offered&nbsp;a plate of&nbsp;<em>prasāda</em>&nbsp;from the Mahabuddha enshrined in this&nbsp;<em>vihāra&nbsp;</em>to the King of Sikkim. Grateful for this offering,&nbsp;the king filled the plate with gold. When Jayamuni returned with the gold, he called a meeting of the members of the&nbsp;<em>saṅgha&nbsp;</em>to determine what to do with it. They decided to make fixtures (side panels for the four sides, the&nbsp;<em>toraṇas</em>, and the decorations above the&nbsp;<em>toraṇas&nbsp;</em>for the chariot) of the Red Matsyendranātha. These fixtures were placed&nbsp;upon the chariot for the first time in NS 774 upon its&nbsp;arrival&nbsp;to&nbsp;Gāḥ Bāhāḥ. A&nbsp;<em>guṭhī&nbsp;</em>was then set up&nbsp;to ensure the safekeeping and maintenance of the fixtures. This&nbsp;<em>guṭhī&nbsp;</em>was&nbsp;known as the&nbsp;<em>Lusa Guṭhī</em>,</p>
",Donation to Red Matsyendranātha,"Other event category,Consecration",0,,ff5966a4-a321-11e9-8e7b-0242ac140004
ad8c9983-1514-4537-b5a4-d24d79d469ae,a62a529f-4028-4879-9195-232e46a35267,9d5039d0-e979-11e9-8bc4-0242ac130002,,,"<p>The earthquake of 2015 severely affected the temple. The temple was badly damaged and was about to collapse. Local people immediately launched a restoration project&nbsp;without any government support. The restoration work is now finished and preparations for a ceremony to celebrate its completion are underway.</p>
",Damage by earthquake,"Other event category,Consecration",0,,ff5966a4-a321-11e9-8e7b-0242ac140004
92652d8a-cbbb-48ee-9a01-3e4c6c895dde,3b3d604e-def5-49fb-bdbe-b908a4e28dda,9d5039d0-e979-11e9-8bc4-0242ac130002,,,"<p>To protect the temple from damage caused&nbsp;by heat and rain, local people and artisans working under the Mahābuddha Mandir Saṃrakṣaṇa Samiti repaired some of the images.</p>
",Repair of vihāra,"Other event category,Consecration",0,,ff5966a4-a321-11e9-8e7b-0242ac140004
ae360260-f0d9-4965-9acf-f6df0c66d599,2b7ab370-d550-49e0-a0bb-ea3658369ef1,9d5039d0-e979-11e9-8bc4-0242ac130002,,,"<p>Abhayarāja Śākya started to construct the temple.&nbsp;&nbsp;</p>
",Beginning of construction,Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
450b7dfa-f674-43fd-bddd-663d7d0280cb,c11c2f8e-6b0c-4dcb-be0d-3d3b3bd61f56,9d5039d0-e979-11e9-8bc4-0242ac130002,,,"<p>&nbsp;Indrānanda constructed the Dharmahātu Maṇḍala on the death anniversary of his deceased father Ghanānanda</p>
","Foundation of Dharmadhātu Maṇḍala
",,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
48b6808f-5132-454d-8dbf-55f506672dc5,332fb1ba-c303-46de-8a5d-bb045415e9e4,9d5039d0-e979-11e9-8bc4-0242ac130002,,,"<p>Construction of Mahabuddha Temple was completed by Abhayarāja Śākya&#39;s grandson Jīvarāja and great grandson Jayamuni, following&nbsp;a model that Abhayarāja allegedly brought with him&nbsp;from Bodh Gaya (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/SSJP3PFI/q/Gutschow"" target=""_top""><strong>Gutschow</strong></a>&nbsp;2011, 516). King Shivasiṃha&nbsp;Malla&nbsp;was invited to participate in the worship ritual that was organised upon completion of the work. Siddhidevaju was the chief&nbsp;<em>ācārya&nbsp;</em>on&nbsp;this occasion.</p>
",Completion of construction,"Other event category,Consecration",0,,ff5966a4-a321-11e9-8e7b-0242ac140004
bb400ea7-dafa-4781-b0fe-48df0dee600d,0631f0c1-7a59-48d2-a3af-e8406ed86f0c,9d50c831-722c-47b1-841d-464f04149299,,,"<p>The ruined Bāhāḥ was reconstructed by a person called Ratnajyoti Vajrācārya.</p>
",Reconstruction of the Bāhāḥ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
0711eeb2-8a13-4945-a19b-bf56a39fdd4d,ad529af9-231a-4f92-a619-c93ae1958995,9d50c831-722c-47b1-841d-464f04149299,,,"<p>A certain Dharmasiṃha from Ārako Vihāra is mentioned in a <em>Kāra</em><em>ṇḍavyūha</em> manuscript from 1624 CE (NS 744) preserved in the Asiatic Society (<strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/6BMHC3JS/library"" target=""_blank"">Shāstri&nbsp;</a></strong>2005, 28-29).</p>
",Mention of the Bāhāḥ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
80ae4f7f-1602-491d-a7ca-807607d90776,b6c9f122-91da-4e5c-9b22-cbaffaeb9b9d,9e929afa-0e37-4e57-9228-d7d244a486bc,,,"<p>A bell was offered to Gaṇeśa by a Nāmasaṅgīti group.&nbsp;</p>
",Offering of a bell ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
99caccaf-dc51-4dd7-b324-c724542a1ded,3d59275f-52e0-48e9-ae18-9df197963ae6,9e929afa-0e37-4e57-9228-d7d244a486bc,,,"<p>The temple was renovated after the massive earthquake of 1934.</p>
",Renovation of the temple ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
8ad2097e-014b-4ac6-a82a-f1a3143c4d6d,bbe14268-3ea4-491f-a0f6-ac754c2c7e52,9e929afa-0e37-4e57-9228-d7d244a486bc,,,"<p>As of August&nbsp;2020,&nbsp;the temple is under reconstruction&nbsp; by the Department of Archaeology.&nbsp;</p>
",Reconstruction of the temple,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
97a094be-57fe-4764-a743-b86cce5dd3f6,86941a33-6d68-49a0-a09b-cecea2889327,9e929afa-0e37-4e57-9228-d7d244a486bc,,,"<p>The monument was severely&nbsp;damaged in the 2015 earthquakes.</p>
",Damage suffered from the 2015 earthquakes,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
37964838-0608-47d9-bcea-379f63e0f036,d956ff82-9e04-4294-a951-ad679b775207,9e929afa-0e37-4e57-9228-d7d244a486bc,,,"<p>There is a deteriorated inscription on the eastern wall of the temple. The inscription inscribed in the Newari script is hardly readable. A phrase &lsquo;<em>yasa madakāra khalaka</em>&rsquo; could be deciphered. It expresses that a Madakāra family performed some activity in the temple.</p>
",A Madakāra family organized an unknown event,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
687187ff-cfc5-45a5-9b09-bc4cc94c2453,faaa7176-2813-4b1e-9e85-032b51639165,9e929afa-0e37-4e57-9228-d7d244a486bc,,,"<p>The inscription placed at the west wall of the temple mentions that the initial construction of this temple took place in 1699 CE. At the same time, the land was also endowed as a source of its annual rituals and take care of the monument.&nbsp;&nbsp;</p>
",Initial construction of the monument ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
a134c5e8-503c-4563-b740-2eaafcd9c8fd,74ae899c-4620-4be2-9761-21dda33904f1,9f08a9e4-f561-11e9-a3c8-0242ac130002,,,"<p>Renovation of the upper roof and pinnacle</p>
",Restoration,Restoration/repair,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
a87dde76-57d9-43f0-a9fc-6c6e77b71090,1d55be7c-58d8-4eed-8926-18a5dad5133a,9f08a9e4-f561-11e9-a3c8-0242ac130002,,,,Renovation,Restoration/repair,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
6e008491-24ce-4ea2-9e15-d6ac3d1fb33d,ac17b38d-47b1-4987-9b19-8824808919b1,9f08a9e4-f561-11e9-a3c8-0242ac130002,,,"<p>Donation of several ornaments for the fa&ccedil;ade by Nāla Lakṣmī, Tādhimana, an oil-lamp balustrade (NS 1028) and a bell (NS 1029). For more documents see&nbsp;<a href=""https://abhilekha.adw.uni-heidelberg.de/nepal/catitems/index/0"" target=""_blank""><strong>HDN</strong>, s.v. Svatha</a></p>
",Donations of ornaments,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
310c7929-8cf1-4f64-b278-d5b7bd8d7b1b,e2760030-4edf-4ef7-b448-b8ea32a220c8,9f08a9e4-f561-11e9-a3c8-0242ac130002,,,"<p>Construction of shrine and donation of the Kṛṣṇa statue by Dhenu Bhava Śarmā, in the name of his late daughter Māra Bhava Śarmā</p>
",Construction of the shrine,Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
4ffcb72e-97c0-46ef-b81c-32fa85686e64,6a122575-e2e5-462f-a37d-30c928ac0aa6,9f08a9e4-f561-11e9-a3c8-0242ac130002,,,"<p>Paving tiles repaired by Bijaya Lala</p>
",Repairing the paving tiles,Restoration/repair,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
67b238f1-f9d4-4375-b479-8efe5ef26f89,c86f65e0-4bc4-4ba4-9812-ce92daa20d45,9f08a9e4-f561-11e9-a3c8-0242ac130002,,,"<p>Śrīnivāsamalla (r. 1661-1684) and Kīrtisiṃha Bāde, prime minister (<em>cauthāra</em>) of Śrīnivāsamalla established the temple.</p>
",Construction of the temple,Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
69f65c18-41d7-4a40-a250-5685b1ef6ffd,e6e836dd-0b63-45a5-88d2-57aa7cb691b3,9f08a9e4-f561-11e9-a3c8-0242ac130002,,,"<p>Donation of several ornaments in the years NS 841and 874, VS 1842</p>
",Donation of ornaments,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
7f7068d1-a0a1-4f09-aecc-213238e6b2da,00092b69-8c07-445a-a3a7-7b5710b73572,9f7d86ba-e6c5-11e9-b125-0242ac130002,,,"<p>Aśoka Stūpa Phalcā was dismantled and rebuilt without the incorporation of any of the original materials. The construction was funded by&nbsp;Lalitpur Metropolitan city (7,370,749 NRS) and undertaken by people from Kvaylāchi Cyāsal Tole. The marble inscription has been incorporated into the western side of the front fa&ccedil;ade (S).</p>
",Restoration,Restoration/repair,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
39e6279b-ec95-4fb3-80be-9e94a73f21d2,1715cda5-fde9-4612-8ab1-5f7a8abd192e,9f7d86ba-e6c5-11e9-b125-0242ac130002,,,"<p>According to an inscription, the<em>&nbsp;stūpa</em>&nbsp;belongs to one of the four <em>stūpas</em> allegedly established by Aśoka (the Tiwari report carries a photograph of a part of the&nbsp;<em>capāḥ</em>&nbsp;and&nbsp;Phalcā&nbsp;on pp. 19 and 34).</p>
",Construction,Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
e6a093f2-a4fb-46f4-8f39-deb5ba2a78ee,aa36c3b3-770c-4fd4-ad15-ccc8887b4233,9fce2e86-16a8-11ea-b9b1-0242ac130002,,,"<p>Gaṇeśamāna Pāneju from Bungmati and&nbsp;his wives Aṣṭamāyā and Mohanamāyā made this <em>c</em><em>aitya</em>.&nbsp;</p>
",Construction of Dharmadhātujinālaya Caitya,Initial construction/creation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
8f047c78-f738-4513-a4ba-52b3c179db19,6d9d178b-3a96-4ce6-bce7-c9a66373717c,9ff7fad8-e68b-11e9-8bc4-0242ac130002,,,"<p>Dhanajoti of Mayūravarṇa Mahāvihāra endowed a <em>guṭhī</em> in his father Dhana&#39;s name. Using the income of the <em>guṭhī</em> land, Daśapāramitā Ājus of Mayūravarṇa Mahāvihāra are given presents and fed annually on 12th day of the bright half Pauṣa&nbsp; Similarly, <em>piṇḍa</em> is offered to Dhanaon the 13th day. Harṣamuni takes care of these rituals.&nbsp;&nbsp;&nbsp;</p>
",Endowment of land,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
36912612-30ff-4dcb-85da-ac1a7087bb47,10fb68ae-15c6-45d0-9b17-beb714e1788d,9ff7fad8-e68b-11e9-8bc4-0242ac130002,,,"<p>Monastic building collapsed and two people died in the earthquake.</p>
",Destruction by earthquake,Destruction,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
1c285e9d-2de5-48e6-8ed5-18340ae1d6bc,7dc7326d-55b2-4567-b7f5-a24922b93bfd,a0067903-e67a-4795-97b3-1e943372ca47,,,"<p>The major festival of Kirtipur- Indrāyaṇī Jātrā starts from this place (where this Phalcā is located). Hence, this place is culturally very important for the people of Kirtipur. That is why KIrtipur Municipality decided to build a new <em>phalcā</em> here. It was constructed in 2019 CE by the Municipality and the help of local residents and formally inaugurated by the Mayor, Ramesh Maharjan.&nbsp;</p>
",Initial construction ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
8e22b643-ea41-4b01-98e9-0ef5113086dc,32819e75-3eb2-4e1d-9fc0-0f9024c8a92e,a03c60ca-ebe9-11e9-b125-0242ac130002,,,"<p>Consecration of the Ma&ntilde;juśrī image on the right side of the main shrine by&nbsp;Vajrācārya Āśāmadu</p>
",    Donation of the Mañjuśrī image,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
b9b3fa65-2675-4665-9416-d21f3c9e2b14,78fc4ddd-4075-4d15-a726-18594c5e927e,a03c60ca-ebe9-11e9-b125-0242ac130002,,,"<p>Donation of a stone <em>toraṇa </em>by&nbsp;Dhanvantari Bhāgi Siṃha Vaidya Bhāro</p>
",    Donation of a stone toraṇa ,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
f9ad285f-ad26-460c-8af1-6f5cb67ac218,3b4bec63-4c3f-4e4d-bddb-58215e085eae,a03c60ca-ebe9-11e9-b125-0242ac130002,,,"<p>Renovation of the Vajradhātu Caitya by&nbsp;J&ntilde;ānarāja Vajrācārya</p>
",    Renovation of the Vajradhātu Caitya,Restoration/repair,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
e60d3de5-aac8-4b39-b50b-146688629bed,fbcddd99-9e3a-4e7b-9b74-7f93d6543c74,a03c60ca-ebe9-11e9-b125-0242ac130002,,,"<p>Renovation of <em>āgãchẽ</em>; the donor&#39;s name cannot be deciphered in inscription.</p>
",    Renovation of Āgãchẽ,Restoration/repair,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
8f186028-d9d1-423f-ae3e-a3c96e662657,c3e652ea-4853-46d8-817f-9bb2f8c6f91a,a03c60ca-ebe9-11e9-b125-0242ac130002,,,"<p>Consecration of the Dharmadhātu Maṇḍala by&nbsp;Āśāmadu</p>
",    Consecration of the Dharmadhātu Maṇḍala,Other event category,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
139bfd97-c053-4688-af88-6d1c467c4240,8e93eb1b-6dbb-40bb-871b-bb98f368775e,a03c60ca-ebe9-11e9-b125-0242ac130002,,,"<p>The donor&#39;s name cannot be deciphered.</p>
",    Consecration of two lions on both sides of the entrance to the main shrine,"Consecration,Other event category",0,,ff5966a4-a321-11e9-8e7b-0242ac140004
33b68cb7-d2e1-4d21-896e-5579e8f9e09c,bf8d1f5e-ac57-4304-8347-4dca9a5bb752,a03c60ca-ebe9-11e9-b125-0242ac130002,,,"<p>Consecreation of a <em>caitya </em>after <em>ratnanyāsa</em> by&nbsp;Lata&ntilde;, Lakṣmī Māyā, Nhukṣe Ratna, Ratna Devī.</p>
",    Consecreation of a caitya,"Other event category,Consecration",0,,ff5966a4-a321-11e9-8e7b-0242ac140004
3f42b7f7-9674-4881-a1ca-cbc93695c99e,c326bc99-219a-4c5b-9379-43d716e60e38,a0771bce-eb36-11e9-8bc4-0242ac130002,,,"<p>The Department of Archaeology restored the&nbsp;temple. There are undated photographs documenting the restoration process in the collection of the DOA. However, no reports or other documents pertaining to the work could be found.</p>
",Restoration of the temple,Restoration/repair,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
bbb76993-b658-437d-b1ad-bf7895a12f4c,67f9eb39-b727-4a67-8000-b64d874ae920,a0771bce-eb36-11e9-8bc4-0242ac130002,,,"<p>The female image (left to Kṛṣṇa) was stolen.</p>
",Theft,Other event category,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
d05a89b7-0646-4996-b868-59de6e793fc0,caaf283e-fe74-41a8-9c20-924216e98be2,a0771bce-eb36-11e9-8bc4-0242ac130002,,,"<p>A list of&nbsp;<em>pūjā&nbsp;</em>materials needed for the annual worship of the Rādhākṛṣṇa temple. A photocopy of the original document was obtained by the priest from Guṭhī Saṁsthāna in VS 2054.</p>
",Listing of expenses,Other event category,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
3e73f448-b0a4-4944-b736-89c0e68a96c3,7a421e9f-1162-4956-9429-3049d4fb3bdb,a0771bce-eb36-11e9-8bc4-0242ac130002,,,"<p>The monument was seriously damaged in the 2015 earthquakes.</p>
",Damage suffered from the earthquakes,Destruction,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
38a1ae0b-5ea6-4255-a552-186a8e0faa6a,11714c4e-9915-43f3-b265-334ea67af1dc,a0771bce-eb36-11e9-8bc4-0242ac130002,,,"<p>As of July 2019 the temple is under reconstruction. UNESCO,&nbsp;Kathmandu and the Department of Archaeology are managing the project with funding from Hainan Chang Foundation (China).</p>
",Reconstruction of the temple,Reconstruction,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
5b01ac5d-1a74-4086-ba7d-1df2414d397a,7dc58d92-4e9a-40e0-92b6-6bacf67a67bd,a0771bce-eb36-11e9-8bc4-0242ac130002,,,"<p>The report submitted to the Guthi Administration Office by Subedāra Nanda Kumāra, resident of Jyabahāla Ṭola&nbsp;in respect of the operations of the Rādhā Kṛṣṇa Guṭhī of Ṭeku Dovāna.&nbsp;The document lists the guṭhī lands of the temple, the name of the&nbsp;<em>mohīs&nbsp;</em>and the grain production.</p>
","Listing of guṭhī land belonging to the temple
",Other event category,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
8664213c-718e-4598-9a5f-470bcd9a81d2,e8d56383-64c3-4822-ad64-5b3e43bdbe07,a0771bce-eb36-11e9-8bc4-0242ac130002,,,"<p>Newly made images of Kṛṣṇa, Rukmiṇī and Satyabhāmā were made and installed. Funds were collected from local people. The priest (father of the current priest in 2019) contributed Rs. 3,000|-&nbsp;himself.</p>
","New statues of Kṛṣṇa, Rukmiṇī and Satyabhāmā donated",Other event category,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
8e86408f-77db-4066-958a-8ffc354953c2,5ceeb7c1-ae54-4087-8a17-c8fa9191c894,a0771bce-eb36-11e9-8bc4-0242ac130002,,,"<p>The statue stolen in 2012 was replaced with a new one.</p>
",Installation of a new image,Donation,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
87e97922-bc97-459e-8baf-1acc734cb5c3,ae6b2b8c-4215-4535-9130-3d3fc18d4efb,a07b81ab-63f4-42de-bc49-adcfcbf04639,,,"<p>Merchant Cikidhana Tāmrākāra enlarged the <em>caitya</em> in 1868 CE. At the same time, he offered gilt <em>cakrāvalī</em> and parasol at the top of the <em>caitya</em>. He also funded the tile paving of&nbsp;the <em>bāhāḥ </em>courtyard. The <em>caitya</em>&#39;s&nbsp;<em>yaṣṭhī</em>&nbsp;is said to have been replaced at that time.&nbsp;&nbsp;</p>
",Renovation and Enlargement of the Caitya ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
7b07903d-772c-43d6-9f6e-af1c6aebbf8e,7b44231d-8ba8-413a-a486-5a5b2e1d176e,a07b81ab-63f4-42de-bc49-adcfcbf04639,,,"<p>At the request of Ārya Nāmasaṅgīti Guṭhī, the Department of Archaeology&nbsp;contributed more than Rs 22000 for&nbsp;the renovation of the <em>caitya</em>.</p>
",Renovation of the Caitya ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
58a45d68-0629-4d52-9953-ae163c0be2f7,1d322d9c-d99f-4a1f-8b0c-0d8c2fd2e103,a07b81ab-63f4-42de-bc49-adcfcbf04639,,,"<p>As of February 2021 CE, the plinth of <em>caitya</em> is under reconstruction. The project was initiated by Rājā Śākya, Member of Parliament from Kathmandu, and&nbsp;funded by the Parliamentary Development Fund (Sāṃsada Vikāsa Koṣa/ सांसद विकास कोष).</p>
",Renovation of the Plinth ,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
a4936f77-908f-4be2-b4aa-91ed85c87545,5b7403a2-66e3-4874-93df-9596a7ad6240,a0a959a5-3d62-4bf3-bca7-baf976e2cc2f,,,"<p>A group of donors paved the <em>bahī</em> courtyard with tiles.&nbsp;</p>
",Pavement of Tiles,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
74bec571-3417-4863-a00b-9265065e927a,db444da9-2da2-430f-bb7a-d21b951ca305,a0a959a5-3d62-4bf3-bca7-baf976e2cc2f,,,"<p>Dharmamuni installed this stone statue of Triratna in the memory of his father. The donor also made an arrangement (land) of regular income for the annual rituals. The inscription also records the position of the planets and the list of things that must be used during the annual rituals.</p>
",Installation of Triratna Statue,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
facc0629-3165-40ff-99d1-a5935b4976c6,dfa6ea02-b665-4bcd-b27c-11d7956b5b6b,a0a959a5-3d62-4bf3-bca7-baf976e2cc2f,,,"<p>Devaratna Śākya offered the&nbsp;<em>khādalū</em> to the <em>bahī</em>&#39;s <em>gandhūdyaḥ </em>(main deity).</p>
",Offering of a Khādalū (Oil Lamp),,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
2a64ec77-0301-4ea5-b9c5-ade582d4e6f8,bf45de06-996a-41fc-aa06-6f6600414be1,a0a959a5-3d62-4bf3-bca7-baf976e2cc2f,,,"<p>An <em>agniśālā</em> was constructed and many religious instruments were offered to the <em>bahī</em>.</p>
",Construction of an Agniśālā and Offering of Religious Instruments,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
c0f5e869-5f58-4c8e-8c56-75c93ee9fb62,5b08373d-a6e0-466a-a808-6273270c0ac8,a0a959a5-3d62-4bf3-bca7-baf976e2cc2f,,,"<p>A group of four Śākyas including Cintāmaṇi, Dharmajyoti, Maṃjyoti, and Dharmamuni offered this&nbsp;wooden <em>ṭorana </em><em>to</em><em> gandhūdyaḥ</em>. Moreover, the same group also offered a stone <em>asṭadala maṇḍala</em> to the deity.&nbsp;</p>
",Offering of a Toraṇa (B) and Stone Asṭadala Maṇḍala,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
746f8638-eb66-49c5-aaf1-5fc3e2513e52,10b18ec2-006f-46fe-9a40-351732c4619a,a0a959a5-3d62-4bf3-bca7-baf976e2cc2f,,,"<p>Mānasiṃṅa(!)&nbsp;Bhāro offered the&nbsp;<em>toraṇa</em> to the <em>bahī</em>.&nbsp;</p>
",Offering of a Toraṇa,,0,,ff5966a4-a321-11e9-8e7b-0242ac140004
